application_number,parent_application_number,parent_filing_date,continuation_type
11921984,PCT/US2005/022107,2005-06-21,NST
11921827,PCT/EP2006/063016,2006-06-08,NST
11921827,60689132,2005-06-09,PRO
11921531,PCT/US06/21550,2006-06-02,NST
11921531,60687454,2005-06-03,PRO
11920494,PCT/US2006/019124,2006-05-16,NST
11920494,60681508,2005-05-16,PRO
11922039,PCT/NL2006/000321,2006-06-28,NST
11922040,PCT/US2005/022955,2005-06-28,NST
11912651,PCT/SG05/00130,2005-04-25,NST
11912158,PCT/IB06/51159,2006-04-13,NST
11921847,PCT/US2006/024430,2006-06-21,NST
11921847,60694111,2005-06-24,PRO
11921524,PCT/GB2006/001598,2006-05-02,NST
11922416,PCT/US2007/009574,2007-04-19,NST
11922374,PCT/EP2006/063161,2006-06-13,NST
11922314,PCT/EP2006/062328,2006-05-16,NST
11920799,PCT/CA2007/001530,2007-08-28,NST
11920799,60840448,2006-08-28,PRO
11922698,PCT/EP2006/063575,2006-06-27,NST
11920318,PCT/EP2006/004616,2006-05-16,NST
11922386,PCT/US2006/024069,2006-06-21,NST
11922386,60693199,2005-06-23,PRO
11922024,PCT/EP2006/005683,2006-06-13,NST
11922024,60689800,2005-06-13,PRO
11922024,11361049,2006-02-24,CON
11921623,PCT/EP2006/062297,2006-05-15,NST
11922000,PCT/US06/22513,2006-06-09,NST
11922000,60668910,2005-04-05,PRO
11922000,60701904,2005-07-22,PRO
11922526,PCT/US2006/024665,2006-06-23,NST
11922526,60693602,2005-06-23,PRO
11919844,PCT/US06/17403,2006-05-05,NST
11919844,60679096,2005-05-05,PRO
11919844,60736973,2005-11-14,PRO
11922678,PCT/EP2006/005237,2006-06-01,NST
11920892,PCT/US06/21927,2006-06-06,NST
11952331,10844456,2004-05-13,REI
11986341,60860979,2006-11-24,PRO
11920394,PCT/US2006/020129,2006-05-24,NST
11920394,60684250,2005-05-24,PRO
11922819,PCT/EP2006/006080,2006-06-23,NST
11988058,PCT/CA2006/001081,2006-06-29,NST
11988058,60694683,2005-06-29,PRO
11922188,PCT/US2006/023646,2006-06-16,NST
11922188,60710006,2005-08-19,PRO
11922188,60692821,2005-06-22,PRO
11988087,PCT/IL2006/000759,2006-06-29,NST
11988087,60694663,2005-06-29,PRO
11988342,PCT/EP2006/006521,2006-07-04,NST
11965673,10399654,2003-05-29,REI
11988185,PCT/US2006/026056,2006-07-03,NST
11988185,60696485,2005-07-01,PRO
11988185,60800975,2006-05-17,PRO
11922956,PCT/EP2006/063465,2006-06-22,NST
11988536,PCT/GB2006/002368,2006-06-27,NST
11920204,PCT/US2006/017552,2006-05-08,NST
11920204,11124988,2005-05-09,CIP
11920204,60786121,2006-03-27,PRO
11988537,PCT/AU2004/000651,2004-05-14,NST
11988508,PCT/JP2006/313945,2006-07-13,NST
11988538,PCT/DE2006/001022,2006-09-06,NST
11988439,PCT/JP2006/032308,2006-11-22,NST
11988507,PCT/IB2006/001934,2006-07-13,NST
11988507,60698934,2005-07-14,PRO
11988507,60700316,2005-07-19,PRO
11988507,60751310,2005-12-19,PRO
11988679,PCT/JP2006/313829,2006-07-12,NST
11988719,PCT/IB2006/052409,2006-07-14,NST
11988300,PCT/EP2006/064001,2006-07-07,NST
11920113,PCT/US2006/016831,2006-05-04,NST
11920113,60679673,2005-05-11,PRO
11988754,PCT/US2006/016178,2006-04-26,NST
11988754,60675940,2005-04-27,PRO
11988783,PCT/RO06/00010,2006-05-19,NST
11988607,PCT/EP2006/064144,2006-07-12,NST
11988823,PCT/US06/28014,2006-07-19,NST
11988823,60700796,2005-07-19,PRO
11988784,PCT/US2004/034099,2004-05-19,NST
11988784,60572229,2004-05-19,PRO
11988925,PCT/JP2006/310576,2006-05-26,NST
11988921,PCT/JP2006/314191,2006-07-18,NST
11922741,PCT/GB2006/050184,2006-07-04,NST
11988594,PCT/EP2006/007027,2006-07-17,NST
11988939,PCT/EP2006/064266,2006-07-14,NST
11988980,PCT/EP2006/006769,2006-07-11,NST
11988057,PCT/CA2006/001093,2006-06-30,NST
11988057,60695001,2005-06-30,PRO
11919538,PCT/CA2006/000697,2006-05-01,NST
11919538,60675916,2005-04-29,PRO
11988917,PCT/JP2005/013511,2005-07-22,NST
11989056,PCT/EP2006/007108,2006-07-20,NST
11919913,PCT/IN2006/000154,2006-05-04,NST
11989077,PCT/EP2006/007124,2006-07-19,NST
11989091,PCT/IB2006/002565,2006-07-18,NST
11989091,60700462,2005-07-18,PRO
11988958,PCT/US2006/028482,2006-07-20,NST
11989193,PCT/FR2006/001771,2006-07-19,NST
11989262,PCT/IB2006/001987,2006-07-20,NST
11989280,PCT/EP2006/007148,2006-07-20,NST
11988770,PCT/IB2006/001209,2006-04-24,NST
11988770,60678523,2005-05-06,PRO
11989322,PCT/GB2006/002984,2006-08-09,NST
11919823,PCT/US2006/017411,2006-05-05,NST
11919823,60678723,2005-05-06,PRO
11918547,PCT/US2006/014366,2006-04-14,NST
11918547,60672224,2005-04-15,PRO
11918547,60706249,2005-08-05,PRO
11918547,60738294,2005-11-18,PRO
11918023,PCT/US2006/012980,2006-04-05,NST
11918023,60668685,2005-04-05,PRO
11919863,PCT/CA2005/000759,2005-05-19,NST
11919863,60572075,2004-05-19,PRO
11989099,PCT/US2006/035824,2006-09-13,NST
11989099,60717006,2005-09-13,PRO
11989099,60742541,2005-12-06,PRO
11918387,PCT/US2006/014353,2006-04-13,NST
11918387,60671409,2005-04-13,PRO
11918387,60671306,2005-04-13,PRO
11989411,PCT/US2006/029503,2006-07-27,NST
11989411,60703133,2005-07-28,PRO
11988584,PCT/EP2006/064155,2006-07-12,NST
11919456,PCT/EP2006/061925,2006-04-28,NST
11989549,PCT/US05/21280,2005-06-13,NST
11989549,60579046,2004-06-12,PRO
11989570,PCT/DE06/01317,2006-07-25,NST
11989589,PCT/EP2006/064157,2006-07-12,NST
11989381,PCT/EP2006/064597,2006-07-24,NST
11989661,PCT/GB2006/002812,2006-07-28,NST
11989455,PCT/AT2006/000320,2006-07-26,NST
11989826,PCT/EP2005/008453,2005-08-04,NST
11989574,PCT/US06/29291,2006-07-26,NST
11989574,60702898,2005-07-27,PRO
11989925,PCT/US06/28606,2006-07-24,NST
11989925,11196132,2005-08-03,CIP
11989057,PCT/US2005/025249,2005-07-18,NST
11990036,PCT/EP2006/007574,2006-07-31,NST
11990094,PCT/GB2006/002562,2006-07-11,NST
11989541,PCT/FR2006/001835,2006-07-27,NST
11989918,PCT/EP2006/005640,2006-06-13,NST
11989531,PCT/JP2006/315026,2006-07-28,NST
11919322,PCT/US06/13030,2006-03-31,NST
11919322,60679293,2005-05-10,PRO
11919300,PCT/EP2006/062021,2006-05-03,NST
11989996,PCT/NL2006/000111,2006-03-03,NST
11990159,PCT/EP2006/007898,2006-08-09,NST
11990073,PCT/EP2006/005639,2006-06-13,NST
11919165,PCT/IN2006/000118,2006-04-06,NST
11990101,PCT/EP2006/063489,2006-06-23,NST
11990161,PCT/GB2006/002796,2006-07-26,NST
11990242,PCT/FR2006/065653,2006-08-24,NST
11989839,PCT/ES2006/000459,2006-08-03,NST
11990148,PCT/EP2006/064694,2006-07-26,NST
11990150,PCT/EP2006/064749,2006-07-27,NST
11990119,PCT/CN2006/001939,2006-08-02,NST
11990552,PCT/EP2006/065461,2006-08-18,NST
11920945,PCT/US2006/020797,2006-05-30,NST
11920945,60685702,2005-05-27,PRO
11920945,60701490,2005-07-22,PRO
11920945,60701964,2005-07-22,PRO
11920945,60702065,2005-07-22,PRO
11920945,60733791,2005-11-07,PRO
11920945,60736866,2005-11-16,PRO
11920945,60778169,2006-02-27,PRO
11920945,60800443,2006-05-16,PRO
11920945,11442244,2006-05-30,CIP
11920945,60685702,2005-05-27,PRO
11920945,60701490,2005-07-22,PRO
11920945,60701964,2005-07-22,PRO
11920945,60702065,2005-07-22,PRO
11920945,60733791,2005-11-07,PRO
11920945,60736866,2005-11-16,PRO
11920945,60778169,2006-02-27,PRO
11920945,60800443,2006-05-16,PRO
11918800,PCT/US2006/014735,2006-04-19,NST
11918800,60672934,2005-04-19,PRO
11990935,PCT/EP2006/065952,2006-09-04,NST
11990935,60713347,2005-09-02,PRO
11919031,PCT/EP2006/060349,2006-03-01,NST
11990973,PCT/US04/34101,2004-10-18,NST
11990249,PCT/EP2006/064719,2006-07-27,NST
11918746,PCT/JP2006/307906,2006-04-14,NST
11989607,PCT/AU2006/001082,2006-07-31,NST
11990170,PCT/JP2006/315992,2006-08-08,NST
11990267,PCT/GB2006/050237,2006-08-11,NST
11918951,PCT/EP2006/002753,2006-03-25,NST
11991145,PCT/IN2006/000329,2006-08-29,NST
11991025,PCT/US2006/026619,2006-07-07,NST
11991025,60711772,2005-08-26,PRO
11922700,PCT/JP2006/313035,2006-06-23,NST
11991252,PCT/AU2006/001257,2006-08-30,NST
11919154,PCT/US06/15586,2006-04-25,NST
11919154,11113621,2005-04-25,CIP
11989911,PCT/FR2006/001807,2006-07-25,NST
11990867,PCT/JP2006/316156,2006-08-17,NST
11990979,PCT/JP2005/015533,2005-08-26,NST
11991217,PCT/US2005/030798,2005-08-29,NST
11991217,60605320,2004-08-27,PRO
11991518,PCT/EP2006/008511,2006-08-31,NST
11991467,PCT/IB2006/002478,2006-09-08,NST
11991517,PCT/EP2006/008443,2006-09-29,NST
11991319,PCT/US06/33957,2006-08-31,NST
11991319,60713146,2005-08-31,PRO
11918201,PCT/EP2006/003279,2006-04-10,NST
11918174,PCT/US2006/013153,2006-04-07,NST
11918174,60669861,2005-04-07,PRO
11991272,PCT/IB2006/002321,2006-08-25,NST
11991409,PCT/JP2006/317427,2006-09-04,NST
11991651,PCT/US06/36443,2006-09-19,NST
11991651,11231736,2005-09-20,CON
11918136,PCT/US2006/013890,2006-04-14,NST
11918136,60671466,2005-04-15,PRO
11991388,PCT/US2006/027243,2006-07-14,NST
11991388,60702674,2005-07-26,PRO
11991892,PCT/US2006/035477,2006-09-12,NST
11991892,11225806,2005-09-12,CIP
11991892,11518871,2006-09-11,CIP
11918101,PCT/US2006/014024,2006-04-12,NST
11918101,11103825,2005-04-12,CIP
11991815,PCT/GB2006/003332,2006-09-11,NST
11992117,PCT/RU06/00243,2006-11-29,NST
11991636,PCT/EP2006/008660,2006-09-06,NST
11992331,PCT/US05/36534,2005-10-14,NST
11992331,60618555,2004-10-14,PRO
11917449,PCT/CN2006/000283,2006-02-27,NST
11992290,PCT/CA2006/001631,2006-10-03,NST
11992290,60723003,2005-10-04,PRO
11991596,PCT/JP2006/317736,2006-09-07,NST
11991561,PCT/EP2006/066235,2006-09-11,NST
11991561,60716751,2005-09-13,PRO
11991907,PCT/JP2006/323101,2006-11-20,NST
11992042,PCT/NL2004/000505,2004-07-12,NST
11992394,PCT/US06/37276,2006-09-22,NST
11992338,PCT/GB2006/003499,2006-09-20,NST
11992441,PCT/IB2006/002660,2006-09-26,NST
11992569,PCT/US06/37526,2006-09-26,NST
11992569,60721282,2005-09-28,PRO
11991468,PCT/IB2006/002475,2006-09-08,NST
11991364,PCT/US2004/034098,2004-10-18,NST
11991364,60572229,2004-05-19,PRO
11992577,PCT/US06/37790,2006-09-26,NST
11992682,PCT/JP2006/319587,2006-09-29,NST
11992724,PCT/EP2006/009473,2006-09-29,NST
11990834,PCT/US06/33170,2006-08-24,NST
11990834,60711443,2005-08-24,PRO
11990834,60762907,2006-01-26,PRO
11992725,PCT/EP2006/009474,2006-09-29,NST
11991243,PCT/DE2006/001537,2006-09-01,NST
11992910,PCT/US2006/038315,2006-10-02,NST
11992910,60772635,2006-02-11,PRO
11990582,PCT/US2006/036017,2006-09-15,NST
11990582,60717273,2005-09-15,PRO
11990582,60816417,2006-06-26,PRO
11992514,PCT/IB2006/004011,2006-10-02,NST
11992514,60722891,2005-09-30,PRO
11991208,PCT/EP2006/008268,2006-08-23,NST
11991208,60720023,2005-09-23,PRO
11990554,PCT/CN2006/001127,2006-05-29,NST
11990478,PCT/US2006/032043,2006-08-16,NST
11990478,60708637,2005-08-16,PRO
11992574,PCT/EP2006/009444,2006-09-28,NST
11993129,PCT/EP06/05965,2006-06-21,NST
11992903,PCT/EP2006/009324,2006-09-26,NST
11993163,PCT/US06/25422,2006-06-29,NST
11993163,60695361,2005-06-29,PRO
11993194,PCT/US06/25143,2006-06-28,NST
11993194,60695295,2005-06-30,PRO
11993151,PCT/US05/21782,2005-06-21,NST
11993210,PCT/IB2006/001707,2006-06-22,NST
11993205,PCT/IN2006/000177,2006-05-25,NST
11989769,PCT/JP2006/316203,2006-08-11,NST
11993277,PCT/IB2006/001730,2006-06-20,NST
11993277,60694862,2005-06-29,PRO
11993059,PCT/IB06/51957,2006-06-20,NST
11990131,PCT/EP2006/064661,2006-07-26,NST
11993197,PCT/IB06/52015,2005-06-21,NST
11993367,PCT/JP2005/011655,2005-06-24,NST
11993287,PCT/FR06/01116,2006-05-18,NST
11993379,PCT/AU2006/000867,2006-05-21,NST
11993318,PCT/SE06/00760,2006-06-21,NST
11993177,PCT/GB2006/002298,2006-06-22,NST
11993300,PCT/IB06/52013,2006-06-21,NST
11993404,PCT/US06/25619,2006-06-30,NST
11993404,60695407,2005-07-01,PRO
11993404,60705167,2005-08-04,PRO
11989775,PCT/IL06/00810,,NST
11992901,PCT/US06/38176,2006-09-27,NST
11992901,60721844,2005-09-28,PRO
11989563,PCT/EP2006/006388,2006-06-30,NST
11993428,PCT/AU2006/000865,2006-06-20,NST
11920762,PCT/IT2005/000294,2005-05-23,NST
11993518,PCT/EP06/05882,2006-06-20,NST
11993540,PCT/GB06/02348,2006-06-26,NST
11922818,PCT/US2006/024807,2006-06-26,NST
11922818,60693685,2005-06-24,PRO
11993485,PCT/FR06/01395,2006-06-21,NST
11988993,PCT/ES2006/000419,2006-07-19,NST
11993611,PCT/GB2006/002349,2003-06-23,NST
11993416,PCT/GB06/02286,2006-06-21,NST
11993416,60692620,2005-06-21,PRO
11993416,60743658,2006-03-22,PRO
11993416,60743658,2006-03-22,PRO
11993742,PCT/SG07/00254,2007-08-14,NST
11988992,PCT/ES2006/000418,2006-07-19,NST
11992627,PCT/US06/37987,2006-09-27,NST
11992627,60720981,2005-09-27,PRO
11989316,PCT/GB2006/002516,2006-07-06,NST
11993755,PCT/CA06/01049,2006-06-26,NST
11993755,60693833,2005-06-27,PRO
11993860,PCT/CN06/01419,2006-06-22,NST
11993760,PCT/IB06/52100,2006-06-26,NST
11993760,60695072,2005-06-29,PRO
11993861,PCT/FR06/01456,2006-06-23,NST
11993865,PCT/FR06/01454,2006-06-23,NST
11989165,PCT/EP2006/064392,2006-07-19,NST
11989165,60703387,2005-07-28,PRO
11989165,60708544,2005-08-16,PRO
11989165,60734341,2005-11-07,PRO
11989165,60748349,2005-12-07,PRO
11993894,PCT/EP2006/063009,2006-06-08,NST
11993062,PCT/GB05/02419,2005-06-20,NST
11988642,PCT/EP2006/006573,2006-07-06,NST
11992834,PCT/US06/38164,2006-10-02,NST
11992834,60721979,2005-09-30,PRO
11994058,PCT/GB2006/002526,2006-07-07,NST
11988785,PCT/US04/34100,2004-10-18,NST
11988785,60572229,2004-05-19,PRO
11988782,PCT/US06/09383,2006-03-16,NST
11994088,PCT/KR2006/001774,2006-05-12,NST
11993644,PCT/JP2006/312750,2006-06-26,NST
11922308,PCT/FI2006/000200,2006-06-14,NST
11993539,PCT/AU06/00874,2006-06-21,NST
11993539,60694284,2005-06-27,PRO
11994742,PCT/EP2006/006619,2006-07-06,NST
11994522,PCT/CH2005/000375,2005-07-04,NST
11994767,PCT/IB06/01835,2006-06-26,NST
11994767,60696735,2005-07-06,PRO
11993493,PCT/FR06/01355,2006-06-15,NST
11994744,PCT/EP2006/063740,2006-06-30,NST
11995064,PCT/NZ2006/000173,2006-07-04,NST
11994913,PCT/EP2006/006618,2006-07-06,NST
11993799,PCT/JP2006/312591,2006-06-23,NST
11995100,PCT/AU06/00952,2006-07-06,NST
11995100,60697776,2005-07-08,PRO
11993939,PCT/JP2007/053509,2007-02-26,NST
11995188,PCT/US2006/026752,2006-07-11,NST
11995188,60698044,2005-07-11,PRO
11995417,PCT/IB06/01859,2006-07-03,NST
11995417,60699984,2005-07-14,PRO
11994523,PCT/GB06/02491,2006-07-04,NST
11994248,PCT/JP2006/310329,2006-05-24,NST
11995498,PCT/EP06/62654,2006-05-29,NST
11995285,PCT/IB05/03636,2005-07-11,NST
11995097,PCT/EP06/06845,2006-07-12,NST
11922626,PCT/EP2006/002541,2006-03-14,NST
11921119,PCT/AU2006/000628,2006-05-12,NST
11995645,PCT/CA2005/001088,2005-07-13,NST
11988011,PCT/JP2006/312892,2006-06-28,NST
11995797,PCT/KR2006/002794,2006-07-14,NST
11995821,PCT/EP2006/007606,2006-08-01,NST
11995032,PCT/US06/27808,2006-07-17,NST
11995032,60699779,2005-07-15,PRO
11988080,PCT/EP2006/063773,2006-06-30,NST
11996190,PCT/EP06/07287,2006-07-20,NST
11996211,PCT/EP2006/007215,2006-07-19,NST
11996171,PCT/CA06/01215,2006-07-24,NST
11996171,60701491,2005-07-22,PRO
11996095,PCT/GB2006/002718,2006-07-20,NST
11995709,PCT/JP2006/312217,2006-06-19,NST
11922737,PCT/EP2006/060550,2006-03-08,NST
11922397,PCT/JP2006/312272,2006-06-20,NST
11996448,PCT/US06/28298,2006-07-21,NST
11996448,60701731,2005-07-22,PRO
11995716,PCT/NL06/00368,2006-06-14,NST
11995810,PCT/NL2006/050179,2006-07-14,NST
11996767,PCT/BR2005/000140,2005-07-27,NST
11996460,PCT/EP2006/005607,2006-06-08,NST
11921439,PCT/GB2006/050139,2006-06-02,NST
11996346,PCT/US06/28410,2006-07-21,NST
11996346,60701480,2005-07-22,PRO
11996437,PCT/EP2006/064514,2006-07-21,NST
11992766,PCT/JP2006/319422,2006-09-29,NST
11996295,PCT/US06/27771,2006-07-19,NST
11996295,60701016,2005-07-20,PRO
11995627,PCT/GB2006/002636,2006-07-14,NST
11996873,PCT/US06/30244,2006-07-28,NST
11996873,60704143,2005-07-29,PRO
11996873,60704252,2005-08-01,PRO
11994433,PCT/IL06/00761,2006-06-29,NST
11994433,60696857,2005-07-05,PRO
11996088,PCT/IB2006/002060,2006-07-13,NST
11996088,60700235,2005-07-18,PRO
11995504,PCT/GB06/02578,2006-07-12,NST
11995625,PCT/ID2006/000002,2006-01-30,NST
11997155,PCT/IL2005/000817,2005-08-01,NST
11997419,PCT/NO2005/000286,2005-08-01,NST
11997616,PCT/EP05/08453,2005-08-04,NST
11996813,PCT/JP2006/315092,2006-07-25,NST
11997238,PCT/US2007/008964,2007-04-10,NST
11997238,60790623,2006-04-10,PRO
11994390,PCT/CN05/02228,2005-12-16,NST
11997789,PCT/DE2006/001247,2006-07-16,NST
11994872,PCT/IB06/52252,2006-07-04,NST
11997969,PCT/GB2006/002921,2006-08-04,NST
11997997,PCT/US06/30476,2006-08-04,NST
11997997,60706114,2005-08-05,PRO
11997995,PCT/US06/21973,2006-06-06,NST
11993560,PCT/CN2006/001437,2006-06-23,NST
11997754,PCT/EP06/63593,2006-06-27,NST
11996774,PCT/JP2006/302390,2006-02-10,NST
12063091,PCT/IL06/00940,2006-08-14,NST
12063091,60708367,2005-08-16,PRO
11997873,PCT/CN2006/001946,2006-08-02,NST
11994333,PCT/EP03/06344,2006-06-30,NST
12042658,60905235,2007-03-06,PRO
12063287,PCT/EP06/65440,2006-08-18,NST
11996287,PCT/US06/28323,2006-07-19,NST
11996287,60700641,2005-07-19,PRO
12063223,PCT/EP06/64560,2006-07-24,NST
11993442,PCT/AU06/00866,2006-06-21,NST
11993707,PCT/IB06/01728,2005-06-29,NST
11993707,60696354,2005-06-29,PRO
11993685,PCT/DK2006/050025,2006-06-22,NST
11993667,PCT/US05/46749,2005-12-23,NST
11993873,PCT/JP2006/312715,2006-06-26,NST
12063521,PCT/EP2006/065278,2006-08-11,NST
12063538,PCT/US05/28807,2005-08-10,NST
11993776,PCT/FR06/01344,2006-06-14,NST
12063525,PCT/GB06/03015,2006-08-11,NST
12063525,60707895,2005-08-12,PRO
11996850,PCT/US06/06150,2006-02-23,NST
12063309,PCT/EP06/07887,2006-08-09,NST
12063543,PCT/GB2006/002997,2006-08-11,NST
11990231,PCT/JP2006/316070,2006-08-09,NST
11993399,PCT/US06/24168,2006-06-20,NST
11993399,60692186,2005-06-20,PRO
12063801,PCT/GB06/03058,2006-08-16,NST
11993492,PCT/GB06/50161,2006-06-20,NST
12063772,PCT/FR06/50806,2006-08-18,NST
12063957,PCT/US06/32532,2006-08-18,NST
12063771,PCT/IB06/52835,2006-08-17,NST
12063562,PCT/EP06/07330,2006-07-25,NST
11992110,PCT/US06/36260,2006-09-18,NST
11992110,60717865,2005-09-16,PRO
12064111,PCT/IE2005/000082,2005-08-16,NST
12063396,PCT/US2006/031477,2006-08-11,NST
12063396,60707655,2005-08-12,PRO
11993423,PCT/EP06/05936,2006-06-21,NST
11993308,PCT/IB2006/052101,2006-06-26,NST
11993308,60694563,2005-06-28,PRO
11993281,PCT/FR06/01426,2006-06-22,NST
11993281,60729524,2005-10-24,PRO
12064137,PCT/IB2006/052501,2006-07-21,NST
12064417,PCT/EP2006/008368,2006-08-25,NST
12064679,PCT/US06/33758,2006-08-29,NST
12064679,60713032,2005-08-31,PRO
12064679,60811238,2006-06-06,PRO
11991924,PCT/EP2006/008877,2006-09-12,NST
11991924,60835105,2006-08-03,PRO
11993200,PCT/AU06/00859,2006-06-20,NST
12064676,PCT/DK01/00811,2001-12-06,NST
12064676,60257506,2000-12-22,PRO
12064676,60303246,2001-07-05,PRO
11993215,PCT/US06/23553,2006-06-16,NST
11993215,60692086,2005-06-20,PRO
12065033,PCT/US2006/034109,2006-08-30,NST
12065033,60713941,2005-09-01,PRO
12064929,PCT/GB2006/003172,2006-08-24,NST
11993079,PCT/IB2006/051868,2006-06-12,NST
11992758,PCT/US06/38093,2006-09-29,NST
11992758,60722680,2005-09-30,PRO
12065473,PCT/EP06/65821,2006-08-30,NST
12065473,60717527,2005-09-15,PRO
12063934,PCT/US2006/032130,2006-08-15,NST
12063934,60708987,2005-08-15,PRO
12065596,PCT/EP06/66043,2006-09-05,NST
12065896,PCT/GB06/03273,2006-09-05,NST
12065995,PCT/KR2006/001688,2006-05-04,NST
12064675,PCT/IB2006/052919,2006-08-23,NST
12065786,PCT/EP2006/008759,2006-09-08,NST
12063704,PCT/IB06/02235,2006-08-17,NST
12063704,60709207,2005-08-18,PRO
12065254,PCT/EP06/65933,2006-09-01,NST
12065839,PCT/JP2006/304666,2006-03-03,NST
12066208,PCT/GB06/03334,2006-09-08,NST
12066590,PCT/US06/36602,2006-09-20,NST
11992237,PCT/EP2006/066628,2006-09-22,NST
12064318,PCT/AU2006/001211,2006-08-22,NST
12066576,PCT/US06/35632,2006-09-13,NST
12066576,60716815,2005-09-13,PRO
12066576,60774720,2006-02-16,PRO
12066576,60790240,2006-04-06,PRO
12066787,PCT/IB2006/002513,2006-09-13,NST
11992414,PCT/IN2006/000385,2006-09-21,NST
12066823,PCT/US06/35710,2006-09-12,NST
12066418,PCT/EP06/07814,2006-08-08,NST
11991954,PCT/JP2006/317831,2006-09-08,NST
11991034,PCT/CN2006/000014,2006-01-06,NST
12066898,PCT/FR06/50749,2006-07-26,NST
12067005,PCT/CN06/02409,2006-09-15,NST
12067008,PCT/RO05/00017,2005-12-22,NST
12066913,PCT/US06/35761,2006-09-13,NST
12066913,60717536,2005-09-14,PRO
12065266,PCT/JP2006/318003,2006-09-11,NST
12067058,PCT/ES05/00504,2005-09-16,NST
12067076,PCT/ES05/00502,2005-09-16,NST
12067024,PCT/FR2006/002106,2006-09-14,NST
12067030,PCT/US07/70263,2007-06-01,NST
12067030,60803820,2006-06-02,PRO
12067140,PCT/ES05/00503,2005-09-16,NST
12067180,PCT/US06/36607,2006-09-20,NST
12067180,60718995,2005-09-21,PRO
11991701,PCT/ES2006/000504,2006-09-07,NST
12066177,PCT/JP2006/317779,2006-09-07,NST
12067561,PCT/CA2006/001559,2006-09-21,NST
12067035,PCT/US06/36129,2006-09-14,NST
12067035,60717542,2005-09-14,PRO
12066579,PCT/US06/37589,2006-09-26,NST
12067691,PCT/US06/37015,2006-09-21,NST
12067691,60720007,2005-09-22,PRO
12064348,PCT/GB2005/003297,2005-08-24,NST
12066407,PCT/FI06/50388,2006-09-13,NST
12066727,PCT/GB2005/003797,2005-09-30,NST
12066248,PCT/US06/31268,2006-08-09,NST
12066248,60715468,2005-09-09,PRO
12067209,PCT/US06/34123,2006-08-29,NST
12066654,PCT/US06/35227,2006-09-08,NST
12066654,60716322,2005-09-12,PRO
12064874,PCT/JP2006/316899,2006-08-28,NST
12067025,PCT/JP2006/317967,2006-09-11,NST
12065905,PCT/ZA2006/000105,2006-09-06,NST
12066011,PCT/EP2006/008412,2006-08-28,NST
12065196,PCT/CA06/01382,2006-08-23,NST
12065196,60712286,2005-08-29,PRO
12067369,PCT/CA2006/001526,2006-09-19,NST
12067369,60717758,2005-09-19,PRO
12067928,PCT/IB2006/053474,2006-09-25,NST
12067704,PCT/AU06/01395,2006-09-22,NST
12067684,PCT/NL2006/000468,2006-09-21,NST
12083117,PCT/US06/38584,2006-09-29,NST
12083117,60723511,2005-10-04,PRO
12083159,PCT/AU2005/000096,2005-01-31,NST
12065027,PCT/US2005/033635,2005-09-21,NST
12064232,PCT/AU2006/001199,2006-08-18,NST
12064237,PCT/US06/32512,2006-08-17,NST
12064237,60708980,2005-08-17,PRO
12063247,PCT/JP2006/315983,2006-08-07,NST
12067935,PCT/EP06/09222,2006-09-22,NST
12063673,PCT/EP06/08060,2006-08-16,NST
12063988,PCT/US2006/032263,2006-08-18,NST
12063988,60709328,2005-08-18,PRO
12083587,PCT/GB2006/003749,2006-10-09,NST
12063527,PCT/GB2006/002707,2006-07-20,NST
12083674,PCT/US2008/001610,2008-02-07,NST
12063730,PCT/GB06/02990,2006-08-09,NST
12083675,PCT/US2008/001612,2008-02-07,NST
12083675,60899914,2007-02-07,PRO
12063640,PCT/EP2006/007540,2006-07-29,NST
12063672,PCT/EP2006/008061,2006-08-16,NST
12063404,PCT/IB2006/052712,2006-08-07,NST
12083701,PCT/US08/00138,2008-01-04,NST
12083555,PCT/GB2006/050335,2006-10-18,NST
12083418,PCT/US2006/040274,2006-10-13,NST
12083418,60726318,2005-10-13,PRO
12083699,PCT/KR2005/000682,2005-03-10,NST
12083718,PCT/GB2006/003888,2006-10-19,NST
12083718,60729312,2005-10-21,PRO
12083453,PCT/EP2006/009748,2006-10-09,NST
12063400,PCT/US06/31478,2006-08-11,NST
12063400,60707636,2005-08-12,PRO
12063290,PCT/EP2006/064588,2006-07-24,NST
