application_number,parent_application_number,parent_filing_date,continuation_type
10567293,PCT/IL04/00665,2004-07-21,NST
10564104,PCT/US04/18921,2004-07-06,NST
10564104,60485820,2003-07-09,PRO
10567609,PCT/NL04/00550,2004-08-04,NST
10567620,PCT/EP2003/009061,2003-08-14,NST
10567773,PCT/GB2004/003019,2004-07-12,NST
10567635,PCT/US04/25005,2004-08-03,NST
10567635,10637807,2003-08-08,CIP
10567989,PCT/GB04/03457,2004-08-11,NST
10565234,PCT/IT02/00737,2002-11-20,NST
10566845,PCT/JP04/11401,2004-08-02,NST
10567605,PCT/JP04/11592,2004-08-12,NST
10565271,PCT/CH03/00485,2003-07-21,NST
10564663,PCT/IB04/02305,2005-07-15,NST
10567410,PCT/GB04/03385,2004-08-05,NST
10568097,PCT/US00/14449,2000-05-25,NST
10568097,60136603,1999-05-27,PRO
10568162,PCT/EP04/09051,2004-08-12,NST
10567647,PCT/JP2005/009665,2005-05-26,NST
10567004,PCT/US04/24151,2004-07-22,NST
10567004,60489674,2003-07-24,PRO
10568155,PCT/IB04/02648,2004-08-13,NST
10568436,PCT/NL04/03777,2004-05-26,NST
10568436,60377733,2002-05-03,PRO
10568436,60393059,2002-06-28,PRO
10568436,60407255,2002-08-30,PRO
10568436,60440252,2003-01-14,PRO
10568259,PCT/US04/26066,2004-08-12,NST
10568259,60494495,2003-08-12,PRO
10568606,PCT/EP04/09097,2004-08-13,NST
10564578,PCT/US04/22907,2004-07-16,NST
10564578,60488237,2003-07-16,PRO
10568213,PCT/US04/26219,2004-08-13,NST
10568213,60494704,2003-08-13,PRO
10566352,PCT/GB04/03283,2004-07-30,NST
10567987,PCT/EP04/09323,2004-08-19,NST
10567987,60496966,2003-08-20,PRO
10568455,PCT/JP04/12591,2004-08-25,NST
10568519,PCT/AU03/01117,2003-08-29,NST
10568798,PCT/US04/28041,2004-08-27,NST
10568798,10650356,2003-08-27,CIP
10568911,PCT/IN03/00274,2003-08-18,NST
10568929,PCT/US04/26886,2004-08-18,NST
10568929,60496498,2003-08-20,PRO
10568929,60496514,2003-08-20,PRO
10567329,PCT/JP2004/009045,2004-06-21,NST
10563884,PCT/US04/22086,2004-07-09,NST
10563884,60485908,2003-07-10,PRO
10563640,PCT/AU04/00926,2004-07-09,NST
10569260,PCT/DE04/01881,2004-08-25,NST
10565341,PCT/JP04/10442,2004-07-15,NST
10565341,60488924,2003-07-21,PRO
10562753,PCT/GB04/02796,2004-07-01,NST
10562860,PCT/JP04/09145,2004-06-29,NST
10569539,PCT/FI04/50123,2004-08-30,NST
10562338,PCT/JP03/08291,2003-06-30,NST
10569400,PCT/US04/27488,2004-08-23,NST
10569400,60569400,2004-05-06,PRO
10569562,PCT/IB04/02775,2004-08-27,NST
10569858,PCT/CA03/01271,2003-08-28,NST
10568833,PCT/IB04/02666,2004-08-12,NST
10562299,PCT/US04/20397,2004-06-23,NST
10562299,60480949,2003-06-23,PRO
10569619,PCT/IB04/02802,2004-08-30,NST
10569878,PCT/US2004/027504,2004-08-24,NST
10562598,PCT/US04/23375,2004-07-22,NST
10562595,PCT/US05/47651,2005-12-20,NST
10569270,PCT/GB04/03705,2004-08-31,NST
10570040,PCT/US04/14906,2004-05-12,NST
10570040,60498021,2003-08-27,PRO
10569874,PCT/JP2003/012035,2003-09-19,NST
10570000,PCT/IB04/02777,2004-08-27,NST
10569915,PCT/JP04/12884,2004-08-30,NST
10570059,PCT/GB04/03739,2004-09-02,NST
10570209,PCT/IL04/00795,2004-09-02,NST
10570209,60499024,2003-09-02,PRO
10569816,PCT/US04/27968,2004-08-27,NST
10569816,60498393,2003-08-27,PRO
10569903,PCT/JP03/11098,2003-08-29,NST
10562472,PCT/EP04/06766,2004-06-23,NST
10562351,PCT/GB04/02723,2004-06-24,NST
10562351,60484250,2003-06-30,PRO
10562022,PCT/GB04/02610,2004-06-18,NST
10570406,PCT/IB04/02867,2004-09-03,NST
10570300,PCT/RU04/00336,2004-08-30,NST
10562360,PCT/KR04/01498,2004-06-22,NST
10568492,PCT/GB04/03686,2004-08-27,NST
10570407,PCT/IB04/02850,2004-09-02,NST
10562365,PCT/KR04/01497,2004-06-22,NST
10570408,PCT/IB04/02872,2004-09-03,NST
10570463,PCT/IB04/02875,2004-09-03,NST
10570555,PCT/EP04/09899,2004-09-04,NST
10562162,PCT/EP04/51125,2004-06-16,NST
10570244,PCT/IB04/51604,2004-08-30,NST
10570244,60499513,2003-09-02,PRO
10570746,PCT/US04/29701,2004-09-10,NST
10570746,60502420,2003-09-12,PRO
10570655,PCT/US04/05545,2004-02-24,NST
10570655,60450157,2003-02-24,PRO
10570134,PCT/ZA04/00099,2004-08-16,NST
10570754,PCT/EP04/09285,2004-08-19,NST
10570853,PCT/US04/28751,2004-09-03,NST
10570853,60500572,2003-09-05,PRO
10570745,PCT/IB04/02866,2004-09-03,NST
10570247,PCT/IB04/51555,2004-08-24,NST
10570247,60498301,2003-08-28,PRO
10570573,PCT/US04/27910,2004-08-26,NST
10570573,60500574,2003-09-04,PRO
10570261,PCT/US04/28568,2004-09-03,NST
10570261,60500340,2003-09-05,PRO
10568764,PCT/EP2004/009210,2004-08-17,NST
10561400,PCT/IB03/02359,2003-05-27,NST
10560545,PCT/GB04/02696,2004-06-23,NST
10560826,PCT/DK04/00422,2004-06-17,NST
10560826,60478832,2003-06-17,PRO
10560826,60496910,2003-08-22,PRO
10561420,PCT/US04/20124,2004-06-24,NST
10571034,PCT/EP04/52164,2004-09-14,NST
10571400,PCT/EP04/10143,2004-09-10,NST
10571017,PCT/US04/29025,2004-09-07,NST
10571017,60500435,2003-09-05,PRO
10571017,60585370,2004-07-02,PRO
10571017,60600679,2004-08-11,PRO
10571402,PCT/IB04/02957,2004-09-13,NST
10569235,PCT/US04/31124,2004-09-23,NST
10569235,60512109,2003-10-17,PRO
10570828,PCT/IB04/02863,2004-09-03,NST
10571085,PCT/US04/28831,2004-09-07,NST
10571085,60500435,2003-09-05,PRO
10571085,60585370,2004-07-02,PRO
10571085,60600679,2004-08-11,PRO
10569596,PCT/JP04/02440,2004-02-27,NST
10571655,PCT/US05/29654,2005-08-19,NST
10571655,60603412,2004-08-20,PRO
10571344,PCT/US04/18649,2004-06-10,NST
10569650,PCT/GB04/03679,2004-08-27,NST
10571633,PCT/IB04/02956,2004-09-13,NST
10571441,PCT/US04/29699,2004-09-10,NST
10571441,60502458,2003-09-12,PRO
10571777,PCT/AU04/01249,2004-09-15,NST
10572217,PCT/GB2004/003967,2004-09-17,NST
10572087,PCT/IB04/03047,2004-09-17,NST
10572087,60503643,2003-09-17,PRO
10571421,PCT/US04/30024,2004-09-13,NST
10571421,60502003,2003-09-11,PRO
10571421,60571305,2004-05-14,PRO
10571421,60579695,2004-06-15,PRO
10571421,60584963,2004-07-02,PRO
10571421,60588075,2004-07-15,PRO
10571421,60588878,2004-07-16,PRO
10571421,60592158,2004-07-29,PRO
10572243,PCT/IB04/03037,2004-09-17,NST
10572362,PCT/JP04/13690,2004-09-17,NST
10572195,PCT/CA2004/001674,2004-09-14,NST
10572195,10662613,2003-09-15,DIV
10572164,PCT/DE2004/002055,2004-09-15,NST
10572105,PCT/IB04/51793,2004-09-18,NST
10572105,60504452,2003-09-19,PRO
10570568,PCT/GB04/03629,2004-08-25,NST
10572305,PCT/GB04/03976,2004-09-16,NST
10572701,PCT/DK04/00626,2004-09-17,NST
10571383,PCT/DK2003/000583,2003-09-10,NST
10572509,PCT/JP04/13714,2004-09-14,NST
10572874,PCT/US04/32535,2004-10-04,NST
10572389,PCT/IB03/02307,2003-09-16,NST
10570558,PCT/US04/29886,2004-09-10,NST
10570558,60501928,2003-09-10,PRO
10571682,PCT/GB04/04004,2004-09-17,NST
10572433,PCT/EP04/10471,2004-09-17,NST
10572433,10666332,2003-09-18,CIP
10572884,PCT/IB04/51819,2004-09-22,NST
10572884,60505069,2003-09-23,PRO
10571033,PCT/SG04/00285,2004-09-07,NST
10572973,PCT/AU04/01297,2004-09-22,NST
10570687,PCT/DK04/00589,2004-09-06,NST
10570687,60523601,2003-11-21,PRO
10573197,PCT/GB04/04426,2004-10-20,NST
10572814,PCT/EP04/10701,2004-09-23,NST
10572814,60505255,2003-09-23,PRO
10573145,PCT/AU2004/001348,2004-09-30,NST
10573285,PCT/US04/31898,2004-09-29,NST
10570510,PCT/US04/28190,2004-08-30,NST
10570510,60499033,2003-08-29,PRO
10573069,PCT/AU04/01322,2004-09-24,NST
10572922,PCT/JP04/13806,2004-09-22,NST
10573316,PCT/US04/31494,2004-09-23,NST
10573097,PCT/GB04/04093,2004-09-27,NST
10570967,PCT/AU04/01185,2004-09-03,NST
10573523,PCT/FR04/02407,2004-09-24,NST
10569620,PCT/IB04/02776,2004-08-27,NST
10573317,PCT/US03/30128,2003-09-25,NST
10569688,PCT/JP04/11899,2004-08-19,NST
10568518,PCT/US04/26132,2004-08-12,NST
10568518,60494728,2003-08-13,PRO
10573384,PCT/SE04/01238,2004-08-30,NST
10569284,PCT/EP04/08834,2004-08-06,NST
10573666,PCT/GB02/03532,2002-07-31,NST
10573514,PCT/GB04/04241,2004-10-06,NST
10573710,PCT/KR05/01290,2004-07-30,NST
10573713,PCT/US03/37310,2003-11-21,NST
10573713,60515816,2003-10-30,PRO
10568635,PCT/AU2004/001110,2004-08-20,NST
10573283,PCT/GB04/04118,2004-09-27,NST
10573949,PCT/US04/31899,2004-09-29,NST
10573949,60507259,2003-09-30,PRO
10573070,PCT/IB04/03092,2004-09-23,NST
10573921,PCT/US04/26289,2004-08-11,NST
10571190,PCT/DK04/00599,2004-09-10,NST
10571190,60505500,2003-09-24,PRO
10568632,PCT/AU04/01115,2004-08-20,NST
10571150,PCT/GB04/03861,2004-09-09,NST
10573535,PCT/AU04/01311,2004-09-24,NST
10574158,PCT/US04/31155,2004-09-23,NST
10573879,PCT/AU04/01340,2004-09-29,NST
10574116,PCT/EP04/52403,2004-10-01,NST
10573609,PCT/EP04/08798,2004-08-05,NST
10573609,60493080,2003-08-06,PRO
10573880,PCT/AU04/01338,2004-09-29,NST
10568195,PCT/US04/25945,2004-08-10,NST
10568195,60494482,2003-08-11,PRO
10568195,60508034,2003-10-01,PRO
10568195,60512941,2003-10-20,PRO
10574107,PCT/EP04/09945,2004-09-07,NST
10569344,PCT/IB04/02312,2004-07-08,NST
10574233,PCT/IB04/00003,2004-01-06,NST
10574206,PCT/IB04/51954,2004-10-01,NST
10574206,60507753,2003-10-01,PRO
10573857,PCT/EP04/10873,2004-09-29,NST
10568169,PCT/EP04/08860,2004-08-06,NST
10568169,60493985,2003-08-08,PRO
10568169,60493599,2003-08-08,PRO
10568169,60493867,2003-08-08,PRO
10568169,60493836,2003-08-08,PRO
10574814,PCT/EP04/52458,2004-10-06,NST
10574807,PCT/EP04/10562,2004-09-21,NST
10574525,PCT/AU04/01345,2004-10-01,NST
10568719,PCT/US04/28438,2004-09-01,NST
10568719,60499528,2003-09-02,PRO
10567448,PCT/JP05/16666,2005-09-09,NST
10568604,PCT/EP04/09037,2004-08-12,NST
10574963,PCT/EP2004/010399,2004-09-16,NST
10568172,PCT/GB04/03500,2004-08-13,NST
10575057,PCT/IB04/03272,2004-10-07,NST
10563613,PCT/US04/21673,2004-07-06,NST
10567533,PCT/DE04/01627,2004-07-22,NST
10567983,PCT/AU04/01078,2004-08-12,NST
10567983,60494428,2003-08-12,PRO
10574744,PCT/EP04/11303,2004-10-08,NST
10574699,PCT/EP04/52470,2004-10-07,NST
10575221,PCT/CA04/00787,2004-05-27,NST
10575221,60509870,2003-10-10,PRO
10575296,PCT/IE2004/000140,2004-10-14,NST
10575229,PCT/EP04/10049,2004-09-09,NST
10575458,PCT/US04/34394,2004-10-19,NST
10575458,60513122,2003-10-21,PRO
10575458,60535562,2004-01-09,PRO
10575337,PCT/US04/33072,2004-10-07,NST
10575337,60509515,2003-10-08,PRO
10575124,PCT/IB04/03304,2004-10-11,NST
10575619,PCT/JP04/15292,2004-10-15,NST
10575663,PCT/FR03/03027,2003-10-15,NST
10567352,PCT/EP04/08898,2004-08-09,NST
10575543,PCT/GB04/04273,2004-10-07,NST
10567268,PCT/AT04/00240,2004-07-05,NST
10562961,PCT/AU04/00881,2004-07-01,NST
10566933,PCT/US04/25124,2004-08-02,NST
10566933,60491956,2003-08-01,PRO
10566700,PCT/FR04/50372,2004-07-30,NST
10566599,PCT/GB04/03231,2004-07-26,NST
10566465,PCT/EP04/05756,2004-05-27,NST
10566087,PCT/IB04/02437,2004-07-30,NST
10566345,PCT/EP04/08225,2004-07-23,NST
10575765,PCT/GB04/03791,2004-09-06,NST
10575881,PCT/BR04/00199,2004-10-08,NST
10576179,PCT/US04/35230,2004-10-25,NST
10576179,60514344,2003-10-24,PRO
10574787,PCT/EP04/11011,2004-10-02,NST
10575818,PCT/US04/32073,2004-09-30,NST
10575818,60510937,2003-10-14,PRO
10575755,PCT/JP04/15640,2004-10-14,NST
10576289,PCT/DE04/02359,2004-10-22,NST
10575605,PCT/EP04/12437,2004-11-03,NST
10575657,PCT/EP04/52230,2004-09-17,NST
10574962,PCT/CN03/01151,2003-12-31,NST
10576244,PCT/GB05/03385,2005-09-01,NST
10575708,PCT/EP2004/012461,2004-11-04,NST
10575967,PCT/FR04/02627,2004-10-14,NST
10576354,PCT/GR04/00051,2004-10-18,NST
10575629,PCT/EP03/11336,2003-10-14,NST
10575769,PCT/EP04/11509,2004-10-13,NST
10576484,PCT/IB04/03474,2004-10-22,NST
10576515,PCT/GB04/04389,2004-10-15,NST
10576515,60513097,2003-10-20,PRO
10576741,PCT/EP03/11821,2003-10-24,NST
10576061,PCT/US2004/034093,2004-10-18,NST
10576061,60511654,2003-10-17,PRO
10576061,60511663,2003-10-17,PRO
10576061,60511670,2003-10-17,PRO
10576061,60537233,2004-01-20,PRO
10576061,60537250,2004-01-20,PRO
10576061,60537286,2004-01-20,PRO
10576253,PCT/JP04/15993,2004-10-28,NST
10575664,PCT/GB04/04326,2004-10-11,NST
10575117,PCT/GB04/04328,2004-10-11,NST
10576084,PCT/JP04/15258,2004-10-15,NST
10576716,PCT/EP2004/012017,2004-10-22,NST
10575183,PCT/EP04/11175,2004-10-06,NST
10575178,PCT/US05/00653,2005-01-10,NST
10575178,60535392,2004-01-09,PRO
10575056,PCT/IB04/03295,2004-10-08,NST
10576825,PCT/US04/34856,2004-10-21,NST
10576825,60512902,2003-10-21,PRO
10576611,PCT/US04/34519,2004-10-20,NST
10576611,60560714,2003-10-31,PRO
10576611,60560713,2003-10-31,PRO
10577192,PCT/EP04/12980,2004-11-16,NST
10575138,PCT/US04/33888,2004-10-12,NST
10575138,60510237,2003-10-10,PRO
10576103,PCT/FR04/50505,2004-10-18,NST
10575064,PCT/FR2004/002559,2004-10-08,NST
10576919,PCT/EP04/11683,2004-10-15,NST
10576919,60514362,2003-10-24,PRO
10577024,PCT/US04/34966,2004-10-22,NST
10577024,10691468,2003-10-22,CIP
10577024,10420656,2003-04-21,CIP
10577024,60374172,2002-04-19,PRO
10573650,PCT/US04/32054,2004-09-30,NST
10573650,60507732,2003-10-01,PRO
10574826,PCT/US04/33230,2004-10-08,NST
10574826,60510060,2003-10-09,PRO
10574411,PCT/FR04/02434,2004-09-27,NST
10577392,PCT/IN03/00365,2003-11-21,NST
10576613,PCT/US04/34517,2004-10-20,NST
10576613,60560715,2003-10-31,PRO
10573837,PCT/CH04/00587,2004-09-17,NST
10571013,PCT/JP2005/012772,2005-07-11,NST
10578289,PCT/US04/38401,2004-11-03,NST
10577811,PCT/CA04/01854,2004-10-21,NST
10577811,60513120,2003-10-21,PRO
10578221,PCT/EP04/12415,2004-11-03,NST
10578154,PCT/US04/13413,2004-04-30,NST
10574070,PCT/US04/32362,2004-10-01,NST
10574070,60507834,2003-10-01,PRO
10577123,PCT/EP04/12227,2004-10-28,NST
10577042,PCT/JP2005/003704,2005-02-25,NST
10573995,PCT/IL04/00905,2004-09-28,NST
10573307,PCT/US04/31230,2004-09-23,NST
10573307,60505601,2003-09-24,PRO
10578483,PCT/US04/37378,2004-11-10,NST
10578418,PCT/IB04/03571,2004-11-01,NST
10573922,PCT/AU04/01313,2004-09-24,NST
10577631,PCT/EP04/12566,2004-11-05,NST
10573312,PCT/IB2004/051835,2004-09-24,NST
10573312,60506887,2003-09-29,PRO
10578305,PCT/US04/36555,2004-11-04,NST
10578305,60516730,2003-11-04,PRO
10578753,PCT/GB04/04759,2004-11-10,NST
10578680,PCT/US04/38932,2004-11-19,NST
10578680,60523643,2003-11-20,PRO
10578360,PCT/EP04/09328,2004-08-20,NST
10577890,PCT/GB04/04506,2004-10-25,NST
10578817,PCT/SE04/01617,2004-11-08,NST
10578556,PCT/EP2004/052802,2004-10-28,NST
10578947,PCT/IB04/03621,2004-11-05,NST
10574095,PCT/US04/31933,2004-09-29,NST
10574095,60506987,2003-09-29,PRO
10573033,PCT/US04/30831,2004-09-21,NST
10573033,60504428,2003-09-22,PRO
10579041,PCT/DE04/02480,2004-11-09,NST
10578984,PCT/CU04/00013,2004-11-10,NST
10579102,PCT/US04/38179,2004-11-15,NST
10579102,60519493,2003-11-13,PRO
10579185,PCT/CZ05/00009,2005-01-31,NST
10578975,PCT/EP04/12740,2004-11-10,NST
10573491,PCT/EP04/09758,2004-09-02,NST
10578569,PCT/IT05/00075,2005-02-15,NST
10578391,PCT/DK04/00773,2004-11-08,NST
10573231,PCT/EP04/10756,2004-09-24,NST
10572744,PCT/US04/30975,2004-09-22,NST
10572744,10667145,2003-09-22,CIP
10579522,PCT/EP04/52287,2006-05-01,NST
10572489,PCT/US04/30582,2004-09-17,NST
10572489,60503587,2003-09-17,PRO
10579177,PCT/US04/40092,2004-12-01,NST
10579177,60527256,2003-12-05,PRO
10573098,PCT/US02/03192,2002-02-04,NST
10573098,60267594,2001-02-08,PRO
10572287,PCT/JP04/13861,2004-09-15,NST
10579525,PCT/EP04/52293,2006-05-01,NST
10579526,PCT/EP04/52268,2006-05-01,NST
10578816,PCT/EP04/12442,2004-11-03,NST
10579184,PCT/NL03/00805,2003-11-17,NST
10579681,PCT/AU04/01587,2004-11-17,NST
10579635,PCT/EP04/52825,2004-11-05,NST
10579713,PCT/IB04/02654,2004-08-13,NST
10572397,PCT/EP04/09138,2004-08-14,NST
10572416,PCT/EP04/09621,2004-08-28,NST
10579450,PCT/JP04/09254,2004-06-24,NST
10578763,PCT/JP04/16896,2004-11-07,NST
10579213,PCT/EP04/51470,2004-07-13,NST
10578535,PCT/US04/35594,2004-10-26,NST
10578535,60517306,2003-11-03,PRO
10571401,PCT/IB04/02959,2004-09-13,NST
10579990,PCT/MX2005/000012,2005-02-21,NST
10571513,PCT/SG04/00232,2004-08-02,NST
10580354,PCT/FR04/02712,2004-10-22,NST
10580068,PCT/EP04/13861,2004-12-06,NST
10580372,PCT/FR04/02334,2004-09-15,NST
10579779,PCT/FI04/00707,2004-11-22,NST
10580101,PCT/US2004/038660,2004-11-18,NST
10580101,60523895,2003-11-20,PRO
10578775,PCT/EP04/12276,2004-10-29,NST
10571452,PCT/US04/29365,2004-09-09,NST
10571452,60501872,2003-09-10,PRO
10580600,PCT/EP04/12044,2004-10-26,NST
10580356,PCT/EP04/13860,2004-12-06,NST
10579011,PCT/US04/38252,2004-11-10,NST
10579011,60518988,2003-11-10,PRO
10579591,PCT/GB04/04833,2004-11-17,NST
10580090,PCT/GB04/04795,2004-11-15,NST
10580712,PCT/FR04/03042,2004-11-26,NST
10580573,PCT/NZ04/00298,2004-11-24,NST
10580531,PCT/EP04/53097,2004-11-25,NST
10579890,PCT/EP04/52987,2004-11-17,NST
10580385,PCT/FR04/02951,2004-11-19,NST
10579524,PCT/EP04/52295,2006-05-01,NST
10579882,PCT/US04/37789,2004-11-12,NST
10579882,60520908,2003-11-17,PRO
10579179,PCT/US04/40090,2004-12-01,NST
10579179,60527255,2003-12-05,PRO
10581139,PCT/CA04/02065,2004-12-02,NST
10581139,60526179,2003-12-02,PRO
10581078,PCT/US04/42002,2004-12-15,NST
10581078,60529261,2003-12-12,PRO
10579523,PCT/EP04/52273,2006-05-01,NST
10579521,PCT/EP04/52285,2006-05-01,NST
10579275,PCT/EP04/52936,2004-11-12,NST
10580752,PCT/US03/24671,2003-08-06,NST
10580752,60401629,2002-08-06,PRO
10580752,60478188,2003-06-13,PRO
10581310,PCT/AU04/01700,2004-12-02,NST
10581310,10727036,2003-12-04,CIP
10579767,PCT/NL2004/000807,2004-11-18,NST
10579425,PCT/IB04/03717,2004-11-12,NST
10581388,PCT/EP04/13432,2004-11-26,NST
10578441,PCT/JP04/04713,2004-03-31,NST
10581574,PCT/EP04/53216,2004-12-01,NST
10581219,PCT/IB2004/052546,2004-11-25,NST
10581745,PCT/FI04/00750,2004-12-09,NST
10581745,60509073,2003-12-12,PRO
10581637,PCT/AU2004/001821,2004-12-23,NST
10581136,PCT/GB04/05104,2004-12-03,NST
10581854,PCT/US04/40442,2004-12-03,NST
10581854,60527900,2003-12-05,PRO
10581855,PCT/US04/40528,2004-12-03,NST
10581855,60527789,2003-12-05,PRO
10581932,PCT/AU04/01748,2004-12-10,NST
10581682,PCT/GB04/05140,2004-12-08,NST
10581857,PCT/US04/40503,2004-12-03,NST
10581857,60526592,2003-12-04,PRO
10581889,PCT/EP04/13013,2004-11-17,NST
10581625,PCT/US04/40603,2004-12-06,NST
10581625,60527398,2003-12-05,PRO
10581625,60535264,2004-01-09,PRO
10578501,PCT/IB2004/003726,2004-11-04,NST
10578501,60517584,2003-11-05,PRO
10580955,PCT/FI04/50175,2004-11-24,NST
10581743,PCT/EP04/14621,2004-12-22,NST
10577460,PCT/JP04/03695,2004-03-18,NST
10582061,PCT/US04/41440,2004-12-08,NST
10582061,60527875,2003-12-08,PRO
10582415,PCT/EP04/14173,2004-12-13,NST
10578586,PCT/GB03/04903,2003-11-12,NST
10580956,PCT/JP04/17375,2004-11-24,NST
10578482,PCT/US04/37380,2004-11-10,NST
10581377,PCT/US04/40826,2004-12-06,NST
10581377,60527233,2003-12-05,PRO
10582471,PCT/IN04/00009,2004-01-13,NST
10578481,PCT/US04/37379,2004-11-10,NST
10578336,PCT/US04/37229,2004-11-05,NST
10578336,60518137,2003-11-07,PRO
10578280,PCT/DK04/00767,2004-11-05,NST
10582670,PCT/US04/41275,2004-12-09,NST
10582670,10732326,2003-12-10,CIP
10576815,PCT/AU04/01453,2004-10-22,NST
10578110,PCT/EP04/01205,2004-10-26,NST
10583017,PCT/GB04/05225,2004-12-14,NST
10582376,PCT/AU04/01754,2004-12-13,NST
10583114,PCT/GB04/04988,2004-11-25,NST
10582622,PCT/EP04/53321,2004-12-07,NST
10582267,PCT/GB04/05037,2004-11-30,NST
10577381,PCT/IB04/52243,2004-10-29,NST
10577381,60516859,2003-11-03,PRO
10583200,PCT/US04/42981,2004-12-17,NST
10583200,60530828,2003-12-17,PRO
10582950,PCT/IB04/52838,2004-12-17,NST
10582950,60531408,2003-12-20,PRO
10583224,PCT/EP04/13900,2004-12-07,NST
10582574,PCT/EP2004/014037,2004-12-09,NST
10582574,60528430,2003-12-10,PRO
10579292,PCT/IB04/03999,2004-11-15,NST
10579292,60519864,2003-11-14,PRO
10583527,PCT/NZ2004/000324,2004-12-16,NST
10583614,PCT/US04/35573,2004-10-27,NST
10583614,60514949,2003-10-28,PRO
10583614,10962641,2004-10-12,CIP
10582709,PCT/JP04/18567,2004-12-13,NST
10583388,PCT/EP04/13890,2004-12-07,NST
10582653,PCT/US05/00694,2005-01-10,NST
10576612,PCT/US04/34501,2004-10-20,NST
10576612,60560754,2003-10-31,PRO
10583262,PCT/GB04/05266,2004-12-15,NST
10583832,PCT/US04/42406,2004-12-16,NST
10583832,60531809,2003-12-22,PRO
10583690,PCT/EP04/13113,2004-11-18,NST
10577505,PCT/GB2004/004455,2004-10-21,NST
10583845,PCT/FR2004/003104,2004-12-02,NST
10583462,PCT/GB04/05406,2004-12-22,NST
10583249,PCT/EP2004/014419,2004-12-17,NST
10583541,PCT/EP04/53472,2004-12-14,NST
10583899,PCT/EP04/53565,2004-12-17,NST
10577182,PCT/US04/36172,2004-10-28,NST
10577182,60516324,2003-10-31,PRO
10583828,PCT/IB04/03314,2004-10-11,NST
10583828,60513720,2003-10-24,PRO
10583884,PCT/AU2003/001723,2003-12-23,NST
10583483,PCT/CA05/00016,2005-01-06,NST
10577273,PCT/EP04/12065,2004-10-26,NST
10584034,PCT/EP2004/053568,2004-12-17,NST
10583856,PCT/JP04/19512,2004-12-27,NST
10584353,PCT/ZA04/00158,2004-12-23,NST
10584476,PCT/US04/44023,2004-12-30,NST
10584119,PCT/IB04/04185,2004-12-17,NST
10584514,PCT/AU04/01831,2004-12-23,NST
10583886,PCT/UA2004/000057,2004-07-30,NST
10584747,PCT/US04/04793,2004-02-18,NST
10576835,PCT/EP04/11101,2004-10-05,NST
10584841,PCT/NZ04/00326,2004-12-21,NST
10583887,PCT/US2004/043745,2004-12-23,NST
10583887,60532322,2003-12-23,PRO
10576746,PCT/EP04/11421,2004-10-12,NST
10576798,PCT/EP04/51677,2004-07-30,NST
10584918,PCT/EP05/50045,2005-01-06,NST
10583214,PCT/AU2004/001761,2004-12-16,NST
10576675,PCT/US04/34915,2004-10-21,NST
10576675,60513231,2003-10-21,PRO
10585010,PCT/EP04/13736,2004-12-03,NST
10585071,PCT/AU99/01010,1999-11-19,NST
10576437,PCT/GB04/04412,2004-10-19,NST
10585072,PCT/AU99/00952,1999-11-02,NST
10585028,PCT/US04/43590,2004-12-29,NST
10584889,PCT/US04/43969,2004-12-29,NST
10584889,60533745,2003-12-30,PRO
10584889,60590987,2004-07-26,PRO
10584889,60606595,2004-09-01,PRO
10581331,PCT/KR2004/000624,2004-03-22,NST
10576454,PCT/IB04/03406,2004-10-18,NST
10585153,PCT/US05/05541,2005-02-22,NST
10585134,PCT/AU01/00435,2001-04-17,NST
10585214,PCT/NO04/00406,2004-12-29,NST
10583893,PCT/JP04/18540,2004-12-07,NST
10576301,PCT/EP04/12365,2004-11-02,NST
10585186,PCT/US05/00885,2005-01-12,NST
10585186,60535497,2004-01-12,PRO
10585278,PCT/KR2005/000002,2005-01-03,NST
10585118,PCT/IB04/04285,2004-12-24,NST
10585316,PCT/EP05/00260,2005-01-13,NST
10584364,PCT/US04/34693,2004-10-15,NST
10584364,60532696,2003-12-24,PRO
10584364,60602588,2004-08-18,PRO
10584364,60615548,2004-10-01,PRO
10584364,60617564,2004-10-07,PRO
10575978,PCT/NL04/00732,2004-10-18,NST
10576003,PCT/IB04/03378,2004-10-15,NST
10585279,PCT/IB05/00027,2005-01-05,NST
10585258,PCT/IN03/00433,2003-12-31,NST
10585384,PCT/DE05/00008,2005-01-06,NST
10585466,PCT/US05/00040,2005-01-04,NST
10585466,60534419,2004-01-06,PRO
10585542,PCT/EP05/50003,2005-01-03,NST
10585342,PCT/JP05/00118,2005-01-07,NST
10585519,PCT/NL05/00012,2005-01-10,NST
10585519,60538159,2004-01-22,PRO
10585552,PCT/NL04/00018,2004-01-09,NST
10585441,PCT/IB2005/050012,2005-01-04,NST
10585441,60534627,2004-01-06,PRO
10585540,PCT/FR05/50010,2005-01-07,NST
10585599,PCT/NO04/00010,2004-01-15,NST
10585327,PCT/GB05/00057,2005-01-14,NST
10585219,PCT/CU04/00017,2004-12-28,NST
10585716,PCT/FR2005/000060,2005-01-11,NST
10584962,PCT/IB04/04239,2004-12-20,NST
10584962,60533761,2003-12-31,PRO
10585723,PCT/IL2005/000040,2005-01-12,NST
10585723,60535536,2004-01-12,PRO
10585100,PCT/IB04/04281,2004-12-23,NST
10585556,PCT/US05/00617,2005-01-07,NST
10585556,60535618,2004-01-09,PRO
10585778,PCT/GB05/01063,2005-03-22,NST
