application_number,foreign_parent_id,foreign_parent_date,parent_country
11547526,2004/0168,2004-04-01,BELGIUM
10592063,04/02480,2004-03-10,FRANCE
11547216,10 2004 015 456.2,2004-03-30,GERMANY
10588170,10/771199,2004-02-03,UNITED STATES OF AMERICA
11547988,0400953-6,2004-04-08,SWEDEN
11547901,10 2004 018 316.3,2004-04-13,GERMANY
11547627,11427607,2006-06-29,UNITED STATES OF AMERICA
11547627,11427691,2006-06-29,UNITED STATES OF AMERICA
11568100,2004902118,2004-04-21,AUSTRALIA
11568287,10 2004 020 509.4,2004-04-26,GERMANY
11547881,10818405,2004-04-05,UNITED STATES OF AMERICA
11568494,0409787.9,2004-04-30,UNITED KINGDOM
11568402,04101843.3,2004-04-29,EUROPEAN PATENT OFFICE (EPO)
11568041,0408995.9,2004-04-22,UNITED KINGDOM
11569278,10 2004 024 382.4,2004-05-17,GERMANY
11569358,162128,2004-05-23,ISRAEL
11568797,2004-139147,2004-05-07,JAPAN
11568708,200410043110.2,2004-05-11,CHINA
11569824,MU 8401242-0,2004-06-03,BRAZIL
11569845,2004-165706,2004-06-03,JAPAN
11569345,10848827,2004-05-19,UNITED STATES OF AMERICA
11568813,200410043562.0,2004-05-13,CHINA
11569626,04012495.0,2004-05-26,EUROPEAN PATENT OFFICE (EPO)
11569857,04076638.8,2004-06-04,EUROPEAN PATENT OFFICE (EPO)
11569857,04076996.0,2004-07-09,EUROPEAN PATENT OFFICE (EPO)
11569750,04013107.0,2004-06-03,EUROPEAN PATENT OFFICE (EPO)
11569944,10862040,2004-06-04,UNITED STATES OF AMERICA
11102182,00204660.5,2000-12-20,EUROPEAN PATENT OFFICE (EPO)
11569854,2004902885,2004-06-01,AUSTRALIA
11569854,2004905902,2004-10-12,AUSTRALIA
10599940,663/04,2004-04-16,SWITZERLAND
10599940,1425/04,2004-08-31,SWITZERLAND
10599720,0409291.2,2004-04-27,UNITED KINGDOM
10599600,04101416.8,2004-04-06,EUROPEAN PATENT OFFICE (EPO)
10598981,10 2004 013 035.3,2004-03-16,GERMANY
10599260,200401638-2,2004-03-25,SINGAPORE
10598245,04300109.8,2004-03-03,EUROPEAN PATENT OFFICE (EPO)
10598221,04100768.3,2004-02-26,EUROPEAN PATENT OFFICE (EPO)
10598487,1025620,2004-03-03,NETHERLANDS
10597308,0401146.6,2004-01-20,UNITED KINGDOM
11570337,US04/018502,2004-06-10,UNITED STATES OF AMERICA
11570337,10865743,2004-06-10,UNITED STATES OF AMERICA
11569373,0411528.3,2004-05-24,UNITED KINGDOM
11569411,0405668,2004-05-26,FRANCE
11568252,04291074.5,2004-04-26,EUROPEAN PATENT OFFICE (EPO)
11568684,04/50861,2004-05-04,FRANCE
11568558,2004902338,2004-05-03,AUSTRALIA
11547978,0403775,2004-04-09,FRANCE
11547712,7207,2004-04-06,ICELAND
11568809,04102018.1,2004-05-10,EUROPEAN PATENT OFFICE (EPO)
11569587,2004-154543,2004-05-25,JAPAN
11570175,PCT/IB05/51900,2005-06-09,INTERNATIONAL BUREAU OF THE WORLD INTELLECTUAL PROPERTY ORGANIZATION (WIPO)
11570266,0412937.5,2004-06-10,UNITED KINGDOM
11569851,2004-165707,2004-06-03,JAPAN
11570772,10904099,2004-10-22,UNITED STATES OF AMERICA
11570786,10871421,2004-06-18,UNITED STATES OF AMERICA
11570759,0413639.6,2004-06-18,UNITED KINGDOM
11570858,"2,147,187",2004-06-16,CANADA
11570632,JP 2004-186212,2004-06-24,JAPAN
11570809,0414617.1,2004-06-30,UNITED KINGDOM
11571014,04103031.3,2004-06-29,EUROPEAN PATENT OFFICE (EPO)
11571295,04015389.2,2004-06-30,EUROPEAN PATENT OFFICE (EPO)
11571250,PI0402481-8,2004-06-22,BRAZIL
11571250,PROVISIONAL # 1,2005-06-17,BRAZIL
11571408,10-2004-031-324.5,2004-06-29,GERMANY
11571630,BO2004A000416,2004-07-05,ITALY
11570928,0414890.4,2004-07-02,UNITED KINGDOM
11571079,0414648.6,2004-06-30,UNITED KINGDOM
11571079,04106893.3,2004-12-22,EUROPEAN PATENT OFFICE (EPO)
11571817,0415190.8,2004-07-07,UNITED KINGDOM
11571759,200410063622.5,2004-07-08,CHINA
11571332,0414415.0,2004-06-28,UNITED KINGDOM
11571939,2004-212227,2004-07-20,JAPAN
11571075,0414648.6,2004-06-30,UNITED KINGDOM
11571075,04106887.5,2004-12-04,EUROPEAN PATENT OFFICE (EPO)
11571722,10 2004 032 878.1,2004-07-07,GERMANY
11572094,2004904008,2004-07-20,AUSTRALIA
11571046,2473033,2004-06-30,CANADA
11571998,04300444.9,2004-07-15,EUROPEAN PATENT OFFICE (EPO)
11571406,2004/002829,2004-06-30,UNITED KINGDOM
11571826,PCT/US2004/021704,2004-07-07,UNITED STATES OF AMERICA
11572589,102004036573.3,2004-07-28,GERMANY
11572433,0416471.1,2004-07-23,UNITED KINGDOM
11572757,1397/DEL/2004,2004-07-28,INDIA
11571615,0415076.9,2004-07-05,UNITED KINGDOM
11572002,0415955.4,2004-07-16,UNITED KINGDOM
11572490,0416519.7,2004-07-23,UNITED KINGDOM
11572755,MI2001A001555,2004-07-29,ITALY
11572885,10 2004 036 606.3,2004-07-28,GERMANY
11573219,10805846,2004-03-22,UNITED STATES OF AMERICA
11573227,2004904385,2004-08-05,AUSTRALIA
11573222,102004038209.3,2004-08-05,GERMANY
11572861,0502719.8,2005-02-10,UNITED KINGDOM
11572861,0416909.0,2004-07-29,UNITED KINGDOM
11573510,102004039601.9,2004-08-13,GERMANY
11572612,200410055770.2,2004-07-29,CHINA
11571548,10-2004-0051469,2004-07-02,REPUBLIC OF KOREA
11573547,2004-233172,2004-08-10,JAPAN
11573547,2004-233336,2004-08-10,JAPAN
11573284,200410056537.6,2004-08-10,CHINA
11573286,200410056538.0,2004-08-10,CHINA
11573291,200410056552.0,2004-08-09,CHINA
11573288,200410056541.2,2004-08-10,CHINA
11574106,863/CHE/04,2004-08-26,INDIA
11574113,10 2004 041 196.4,2004-08-26,GERMANY
11574008,10 2004 040 727.4,2004-08-20,GERMANY
11574008,10 2004 049 071.6,2004-10-08,GERMANY
11574214,1026912,2004-08-26,NETHERLANDS
11574297,2004904853,2004-08-26,AUSTRALIA
11574311,04104096.5,2004-08-26,EUROPEAN PATENT OFFICE (EPO)
11572142,0415928.1,2004-07-16,UNITED KINGDOM
11574050,200410076990.3,2004-08-31,CHINA
11574038,PA/A/2004/008654,2004-09-07,MEXICO
11574244,05105562.2,2005-06-22,EUROPEAN PATENT OFFICE (EPO)
11574244,04104489.2,2004-09-16,EUROPEAN PATENT OFFICE (EPO)
11574244,04104056.9,2004-08-24,EUROPEAN PATENT OFFICE (EPO)
11574522,0419391.8,2004-09-01,UNITED KINGDOM
11573259,202004013376.8,2004-08-05,GERMANY
11574182,P 04 01765,2004-08-27,HUNGARY
11574799,2270,2004-09-07,CHILE
11574798,2269,2004-09-07,CHILE
11574812,0420180.2,2004-09-10,UNITED KINGDOM
11574863,0506542,2005-06-28,FRANCE
11574863,0509802,2005-09-26,FRANCE
11571128,0413 973.9,2004-06-22,UNITED KINGDOM
11571128,0414091.9,2004-06-23,UNITED KINGDOM
11575096,04104439.7,2004-09-14,EUROPEAN PATENT OFFICE (EPO)
11574853,0402323-0,2004-09-24,SWEDEN
11575236,164080,2004-09-14,ISRAEL
11574880,2004-263306,2004-09-09,JAPAN
11575336,EP 04388061.6,2004-09-15,EUROPEAN PATENT OFFICE (EPO)
11575132,10 2004 045 046.3,2004-09-15,GERMANY
11574738,200410079138.1,2004-09-10,CHINA
11574746,200410079139.6,2004-09-10,CHINA
11571996,0415926.5,2004-07-16,UNITED KINGDOM
11574789,0419747.1,2004-09-06,UNITED KINGDOM
11575670,PCT/GB04/04112,2004-09-24,UNITED KINGDOM
11575670,PCT/GB04/04126,2004-09-24,UNITED KINGDOM
11575688,PCT/GB2004/004112,2004-09-24,UNITED KINGDOM
11575688,PCT/GB2004/004126,2004-09-24,UNITED KINGDOM
11575688,0500453-6,2005-02-28,SWEDEN
11575693,PCT/GB2004/004124,2004-09-24,UNITED KINGDOM
11574718,04021166.6,2004-09-07,EUROPEAN PATENT OFFICE (EPO)
11575685,PCT/GB2004/004112,2004-09-24,UNITED KINGDOM
11575685,PCT/GB2004/004132,2004-09-24,UNITED KINGDOM
11575695,PCT/GB04/04112,2004-09-24,UNITED KINGDOM
11575695,0500267-0,2005-02-03,SWEDEN
11575512,04104667.3,2004-09-24,EUROPEAN PATENT OFFICE (EPO)
11575949,0421175.1,2004-09-23,UNITED KINGDOM
11575942,102004047262.9,2004-09-24,GERMANY
11573521,0417746.5,2004-08-10,UNITED KINGDOM
11572386,10 2004 035 606.8,2004-07-22,GERMANY
11575409,10 2004 0538174,2004-11-04,GERMANY
11575708,10 2004 047 968.2,2004-10-01,GERMANY
11576026,1842/DEL/2004,2004-09-27,INDIA
11576026,1955/DEL/2004,2004-10-11,INDIA
11576490,2004-291814,2004-10-04,JAPAN
11576772,2004-295348,2004-10-07,JAPAN
11576755,10 2004 048 431.7,2004-10-05,GERMANY
11576519,10 2004 048 561.5,2004-10-04,GERMANY
11576527,04104891.9,2004-10-06,EUROPEAN PATENT OFFICE (EPO)
11576528,04300656.8,2004-10-05,EUROPEAN PATENT OFFICE (EPO)
11577124,EP 04077828.4,2004-10-13,EUROPEAN PATENT OFFICE (EPO)
11575934,10 2004 046 745.5,2004-09-27,GERMANY
11577564,04024833.8,2004-10-19,EUROPEAN PATENT OFFICE (EPO)
11577358,04105109.5,2004-10-18,EUROPEAN PATENT OFFICE (EPO)
11577659,JP2004-313633,2004-10-28,JAPAN
11577659,JP2004-313634,2004-10-28,JAPAN
11577659,JP2004-313635,2004-10-28,JAPAN
11577522,0424263.2,2004-11-02,UNITED KINGDOM
11577771,200406176-8,2004-10-22,SINGAPORE
11577382,04105151.7,2004-10-19,EUROPEAN PATENT OFFICE (EPO)
11577811,0423677.4,2004-10-25,UNITED KINGDOM
11577812,10 2004 051 995.1,2004-10-25,GERMANY
11577688,04105217.6,2004-10-21,EUROPEAN PATENT OFFICE (EPO)
11577785,RM2004A000532,2004-10-29,ITALY
11577880,2004-313128,2004-10-27,JAPAN
11577379,04105225.9,2004-10-21,EUROPEAN PATENT OFFICE (EPO)
11577379,04105634.2,2004-11-09,EUROPEAN PATENT OFFICE (EPO)
11577703,04105175.6,2004-10-20,EUROPEAN PATENT OFFICE (EPO)
11578137,2004-113624,2004-04-07,JAPAN
11578137,2005-032615,2005-02-09,JAPAN
11578137,2005-055399,2005-03-01,JAPAN
11577712,04300709.5,2004-10-22,EUROPEAN PATENT OFFICE (EPO)
11578351,2004-119567,2004-04-04,JAPAN
11578351,2004-133069,2004-04-28,JAPAN
11578351,2004-155595,2004-05-26,JAPAN
11578679,0408687.2,2004-04-19,UNITED KINGDOM
11577911,0424000.8,2004-10-29,UNITED KINGDOM
11574445,2004-249977,2004-08-30,JAPAN
11574445,2005-233406,2005-08-11,JAPAN
11574283,2004-247734,2004-08-27,JAPAN
11578742,102004019040.2,2004-04-18,GERMANY
11578767,04076122.3,2004-04-16,EUROPEAN PATENT OFFICE (EPO)
11578800,10 2004 019 393.2,2004-04-19,GERMANY
11572765,20 2004 011 743.6,2004-07-27,GERMANY
11573950,200410064252.7,2004-08-18,CHINA
11579014,10 2004 015 651.4,2004-03-31,GERMANY
11578897,04101764.1,2004-04-27,EUROPEAN PATENT OFFICE (EPO)
11573568,200410055499.2,2004-08-17,CHINA
11579577,10 2004 027 686.2,2004-06-07,GERMANY
11575966,GB 0421355.9,2004-09-24,UNITED KINGDOM
11579472,04101945.6,2004-05-06,EUROPEAN PATENT OFFICE (EPO)
11578097,2004-117665,2004-04-13,JAPAN
11579091,0404624,2004-04-30,FRANCE
11578706,04102306.0,2004-05-26,EUROPEAN PATENT OFFICE (EPO)
11578706,60626603,2004-11-10,UNITED STATES OF AMERICA
11579200,04010075.2,2004-04-28,EUROPEAN PATENT OFFICE (EPO)
11577585,05001009.9,2005-01-19,EUROPEAN PATENT OFFICE (EPO)
11577585,"10/962,975",2004-10-12,UNITED STATES OF AMERICA
11577875,2004-310965,2004-10-26,JAPAN
11578194,655/04,2004-04-13,SWITZERLAND
11578194,246/05,2005-02-14,SWITZERLAND
11578451,10 2004 018 659.6,2004-04-13,GERMANY
11576774,2004-292041,2004-10-05,JAPAN
11576701,200410085627.8,2004-10-11,CHINA
11576147,10/952299,2004-09-27,UNITED STATES OF AMERICA
11576793,0452361,2004-10-19,FRANCE
11587111,04009274.4,2004-04-20,EUROPEAN PATENT OFFICE (EPO)
11576778,10 2004 049 138.0,2004-10-07,GERMANY
11576778,10 2005 001 794.0,2005-01-13,GERMANY
11587082,PA 2004 00642,2004-04-23,DENMARK
11587296,200410027413.5,2004-05-31,CHINA
11587025,20 2004 006 915.6,2004-04-30,GERMANY
11579802,0405009,2004-05-07,FRANCE
11587613,20040589,2004-04-27,FINLAND
11587614,20040588,2004-04-27,FINLAND
11576484,0410763,2004-10-12,FRANCE
11575915,2004-278122,2004-09-24,JAPAN
11596024,04011041.3,2004-05-10,EUROPEAN PATENT OFFICE (EPO)
11596120,10 2004 023 439.6,2004-05-12,GERMANY
11576683,0422090.1,2004-10-05,UNITED KINGDOM
11596225,04090195.1,2004-05-14,EUROPEAN PATENT OFFICE (EPO)
11587671,04405273.6,2004-04-30,EUROPEAN PATENT OFFICE (EPO)
11596445,0410848.6,2004-05-14,UNITED KINGDOM
11596480,161958,2004-05-13,ISRAEL
11596480,162748,2004-06-27,ISRAEL
11576674,0422088.5,2004-10-05,UNITED KINGDOM
11587971,2004-135681,2004-04-30,JAPAN
11587971,2004-135684,2004-04-30,JAPAN
11596498,PA 2004 00780,2004-05-14,DENMARK
11579874,0411125.8,2004-05-19,UNITED KINGDOM
11579874,0419646.5,2004-09-03,UNITED KINGDOM
11596838,"10/848,510",2004-05-17,UNITED STATES OF AMERICA
11587229,0408887.8,2004-04-21,UNITED KINGDOM
11596914,PA 2004-00825,2004-05-26,DENMARK
11587598,04010060.4,2004-04-28,EUROPEAN PATENT OFFICE (EPO)
11587246,2004-126055,2004-04-21,JAPAN
11587246,2004-126056,2004-04-21,JAPAN
11587246,2004-126057,2004-04-21,JAPAN
11587246,2004-126058,2004-04-21,JAPAN
11587246,2004-126060,2004-04-21,JAPAN
11579285,0410963.3,2004-05-17,UNITED KINGDOM
11579285,0505780.7,2005-03-22,UNITED KINGDOM
11578495,2004111268,2004-04-14,RUSSIAN FEDERATION
11576101,2004-282803,2004-09-28,JAPAN
11597118,04012736.7,2004-05-28,EUROPEAN PATENT OFFICE (EPO)
11597118,04292800.2,2004-11-26,EUROPEAN PATENT OFFICE (EPO)
11574874,409529,2004-09-08,FRANCE
11576291,2004-289336,2004-09-30,JAPAN
11576281,0410583,2004-10-07,FRANCE
11597483,10997293,2004-11-23,UNITED STATES OF AMERICA
11596282,0411773.5,2004-05-26,UNITED KINGDOM
11597525,10-2004-0037698,2004-05-27,REPUBLIC OF KOREA
11597581,20040806599,2004-08-06,UKRAINE
11576173,04023237.3,2004-09-29,EUROPEAN PATENT OFFICE (EPO)
11597544,A 924/2004,2004-05-27,AUSTRIA
11597545,0405639,2004-05-25,FRANCE
11597084,2004-139869,2004-05-10,JAPAN
11597650,10-2004-026-739.1,2004-05-28,GERMANY
11597650,10-2004-027.757.5,2004-06-08,GERMANY
11597650,10-2005001-363.5,2005-01-11,GERMANY
11597650,10-2005-002-059.3,2005-01-14,GERMANY
11597779,0410081.4,2004-05-06,UNITED KINGDOM
11597279,0411358.5,2004-05-21,UNITED KINGDOM
11575726,04104559.2,2004-09-21,EUROPEAN PATENT OFFICE (EPO)
11575340,0420759.3,2004-09-17,UNITED KINGDOM
11597827,10 2004 026 309.4,2004-05-26,GERMANY
11575691,PCT/GB2004/004112,2004-09-24,UNITED KINGDOM
11575691,PCT/GB2004/004124,2004-09-24,UNITED KINGDOM
11575691,0500183-9,2005-01-24,SWEDEN
11597079,0411059.9,2004-05-18,UNITED KINGDOM
11596992,0411066.4,2004-05-18,UNITED KINGDOM
11597736,10-2004-0037875,2004-05-27,REPUBLIC OF KOREA
11597736,10-2005-0037546,2005-05-04,REPUBLIC OF KOREA
11596960,0144693.5,2004-05-25,UNITED KINGDOM
11628259,04291373.1,2004-06-02,EUROPEAN PATENT OFFICE (EPO)
11628541,0405984,2004-06-03,FRANCE
11628583,0412435.0,2004-06-04,UNITED KINGDOM
11628585,0412436.8,2004-06-04,UNITED KINGDOM
11628666,2004-168266,2004-06-07,JAPAN
11597263,0411771.9,2004-05-26,UNITED KINGDOM
11596904,0411130.8,2004-05-19,UNITED KINGDOM
11629081,0413031.6,2004-06-11,UNITED KINGDOM
11629081,0418582.3,2004-08-20,UNITED KINGDOM
11596449,10 2004 023 004.8,2004-05-10,GERMANY
11628180,0412208.1,2004-06-01,UNITED KINGDOM
11629318,2004-220118,2004-07-28,JAPAN
11629310,162501,2004-06-14,ISRAEL
11629310,167051,2005-02-22,ISRAEL
11596364,0405281,2004-05-14,FRANCE
11629480,04102700.4,2004-06-14,EUROPEAN PATENT OFFICE (EPO)
11596357,0405283,2004-05-14,FRANCE
11587113,04076211.1,2004-04-21,EUROPEAN PATENT OFFICE (EPO)
11629162,2004-171433,2004-06-09,JAPAN
11629212,04016774.4,2004-07-16,EUROPEAN PATENT OFFICE (EPO)
11629425,0413209.8,2004-06-14,UNITED KINGDOM
11630117,04014911.4,2004-06-25,EUROPEAN PATENT OFFICE (EPO)
11630245,2004-186011,2004-06-24,JAPAN
11579803,0450884,2004-05-07,FRANCE
11630307,2004903346,2004-06-20,AUSTRALIA
11630554,0414233.7,2004-06-25,UNITED KINGDOM
11597500,10-2004-025-710.8,2005-05-26,GERMANY
11587027,2004-124869,2004-04-20,JAPAN
11579340,102004024349.2,2004-05-17,GERMANY
11579340,102004029446.1,2004-06-18,GERMANY
11630542,04090244.7,2004-06-21,EUROPEAN PATENT OFFICE (EPO)
11630736,04022438.8,2004-09-21,EUROPEAN PATENT OFFICE (EPO)
11630948,2004903625,2004-07-01,AUSTRALIA
11631039,10 2004 031 833.6,2004-06-30,GERMANY
11630176,PCT/DK04/00470,2004-07-01,DENMARK
11630176,PCT/IB04/02464,2004-07-01,INTERNATIONAL BUREAU OF THE WORLD INTELLECTUAL PROPERTY ORGANIZATION (WIPO)
11630176,PA 2005 00025,2005-01-06,DENMARK
11631573,2004903724,2004-07-07,AUSTRALIA
11631386,10 2004 031 305.9,2004-06-29,GERMANY
11631759,0415185.8,2004-07-06,UNITED KINGDOM
11628096,200403034-2,2004-05-31,SINGAPORE
11579385,PI 0401681-5,2004-05-03,BRAZIL
11631857,2004-203856,2004-07-09,JAPAN
11579590,10 2004 022 517.6,2004-05-05,GERMANY
11579858,10 2004 022 585.0,2004-05-07,GERMANY
11631929,2004-203622,2004-07-09,JAPAN
11631558,2004010336.2,2004-07-01,GERMANY
11631932,04016288.5,2004-07-10,EUROPEAN PATENT OFFICE (EPO)
11631459,0415387.0,2004-07-08,UNITED KINGDOM
11631459,0428388.3,2004-12-24,UNITED KINGDOM
11632197,10 2004 034 663.1,2004-07-17,GERMANY
11632139,04016287.7,2004-07-10,EUROPEAN PATENT OFFICE (EPO)
11579471,04101995.1,2004-05-07,EUROPEAN PATENT OFFICE (EPO)
11578766,04076121.5,2004-04-16,EUROPEAN PATENT OFFICE (EPO)
11632361,200404298-2,2004-07-14,SINGAPORE
11631676,2004-203672,2004-07-09,JAPAN
11632321,10 2004 033 761.6,2004-07-13,GERMANY
11632323,04016696.9,2004-07-15,EUROPEAN PATENT OFFICE (EPO)
11632576,2004904094,2004-07-26,AUSTRALIA
11632576,2004905737,2004-10-06,AUSTRALIA
11632576,2005900307,2004-01-25,AUSTRALIA
11632576,2005900305,2005-01-25,AUSTRALIA
11632576,2005900306,2005-01-25,AUSTRALIA
11632618,2474940,2004-07-16,CANADA
11632640,04077067.9,2004-07-16,EUROPEAN PATENT OFFICE (EPO)
11632813,04 51603,2004-07-21,FRANCE
11631521,0415171.8,2004-07-06,UNITED KINGDOM
11631521,0416000.8,2004-07-16,UNITED KINGDOM
11631521,0501974.0,2005-01-01,UNITED KINGDOM
11631521,0510228.0,2005-05-19,UNITED KINGDOM
11631815,0451444,2004-07-06,FRANCE
11658221,2004904054,2004-07-23,AUSTRALIA
11658301,10 2004 035 962.8,2004-07-23,GERMANY
11658205,0402974.0,2004-02-11,UNITED KINGDOM
11658222,04300460.5,2005-07-12,EUROPEAN PATENT OFFICE (EPO)
11632742,10 2004 035 964.4,2004-07-23,GERMANY
11658631,2004-222162,2004-07-29,JAPAN
11658660,10 2004 040 214.0,2004-08-19,GERMANY
11631734,04076965.5,2004-07-07,EUROPEAN PATENT OFFICE (EPO)
11658679,0416804.3,2004-07-28,UNITED KINGDOM
11658443,0417686.3,2004-08-09,UNITED KINGDOM
11658118,04077129.7,2004-07-23,EUROPEAN PATENT OFFICE (EPO)
11631761,PA 2004 01091,2004-07-09,DENMARK
11658733,20041034,2004-07-28,FINLAND
11631018,2004-195942,2004-07-01,JAPAN
11631018,2004-293775,2004-10-06,JAPAN
11631018,2005-007249,2005-01-14,JAPAN
11658928,1026760,2004-07-30,NETHERLANDS
11631577,10 2004032866.8,2004-07-07,GERMANY
11631577,04024319.8,2004-10-12,EUROPEAN PATENT OFFICE (EPO)
11658723,0451715,2004-07-29,FRANCE
11658814,10 2004 037 034.6,2004-07-30,GERMANY
11658926,10 2004 037 097.4,2004-07-30,GERMANY
11631079,2004-202629,2004-07-09,JAPAN
11658872,2004-224587,2004-07-30,JAPAN
11658872,2004-224590,2004-07-30,JAPAN
11658872,2004-224591,2004-07-30,JAPAN
11658835,2004-224884,2004-07-30,JAPAN
11658425,0416655.9,2004-07-27,UNITED KINGDOM
11630555,10 2004 035 067.1,2004-07-20,GERMANY
11658801,04018903.7,2004-08-10,EUROPEAN PATENT OFFICE (EPO)
11630539,10-2004-0046403,2004-06-22,REPUBLIC OF KOREA
11628968,2004903045,2004-06-07,AUSTRALIA
11628968,2004906128,2004-10-22,AUSTRALIA
11658730,"60/591,771",2004-07-28,UNITED STATES OF AMERICA
11659683,2004-0174,2004-08-11,CUBA
11659910,10 2004 039 216.1,2004-08-12,GERMANY
11630116,04014909.8,2004-06-25,EUROPEAN PATENT OFFICE (EPO)
11660149,0418108.7,2004-08-13,UNITED KINGDOM
11659995,10 2004 039 322.2,2004-08-12,GERMANY
11660547,PA 2004 01249,2004-08-18,DENMARK
11660547,PA 2005 00274,2005-02-23,DENMARK
11660547,PA 2005 00918,2005-06-22,DENMARK
11629846,10 2004 028 647.7,2004-06-15,GERMANY
11660203,0418215.0,2004-08-16,UNITED KINGDOM
11629625,10 2004 029 601.4,2004-06-18,GERMANY
11628291,0412736.1,2004-06-08,UNITED KINGDOM
11660982,2004-243972,2004-08-24,JAPAN
11629405,10 2004 028 921.2,2004-06-15,GERMANY
11660847,10 2004 040 654.5,2004-08-20,GERMANY
11629188,10 2004 027 919.5,2004-06-09,GERMANY
11661475,2004904895,2004-08-27,AUSTRALIA
11661475,2004905346,2004-09-16,AUSTRALIA
11661441,10 2004 042 498.5,2004-08-31,GERMANY
11661441,10 2004 042 983.9,2004-09-01,GERMANY
11661441,10 2005 006 044.7,2005-02-08,GERMANY
11661684,750/1451,2004-09-06,BURUNDI
11661436,PA/A/2004 008451,2004-09-01,MEXICO
11661456,PA/A/2004 00853,2004-09-01,MEXICO
11661454,PA/A/2004 008454,2004-09-01,MEXICO
11661551,PA 2005 00881,2005-06-15,DENMARK
11661551,PA 2005 00882,2005-06-15,DENMARK
11661551,PA 2005 00880,2005-06-15,DENMARK
11628207,A 960/2004,2004-06-03,AUSTRIA
11628203,10-2004-0040219,2004-06-03,REPUBLIC OF KOREA
11628035,10 2004 027 091.0,2004-06-02,GERMANY
11662423,04405560.6,2004-09-09,EUROPEAN PATENT OFFICE (EPO)
11662242,0419986.5,2004-09-09,UNITED KINGDOM
11662496,750/1451,2004-09-06,BURUNDI
11661884,10 2004 043 213.9,2004-09-03,GERMANY
11662630,04021840.6,2004-09-14,EUROPEAN PATENT OFFICE (EPO)
11662630,04022088.1,2004-09-16,EUROPEAN PATENT OFFICE (EPO)
11662630,02001339.7,2002-01-18,EUROPEAN PATENT OFFICE (EPO)
11662630,02012566.2,2002-06-05,EUROPEAN PATENT OFFICE (EPO)
11662649,10 2004 044 409.9,2004-09-14,GERMANY
11662258,2004/7280,2004-09-10,SOUTH AFRICA
11662871,2004-269084,2004-09-16,JAPAN
11663035,11384093,2006-03-17,UNITED STATES OF AMERICA
11663108,0420682.7,2004-09-07,UNITED KINGDOM
11661578,PA/A/2004/008452,2004-09-01,MEXICO
11661963,0419415.5,2004-09-01,UNITED KINGDOM
11661453,PA/A/2004,2004-09-01,MEXICO
11663618,"10/964,215",2004-10-12,UNITED STATES OF AMERICA
11659885,2004-234578,2004-08-11,JAPAN
11663855,2004-279254,2004-09-27,JAPAN
11663781,1606/04,2004-10-01,SWITZERLAND
11661245,10 2004 040 875.0,2004-08-24,GERMANY
11664017,10 2004 046 937.7,2004-09-28,GERMANY
11664017,10 2005 046 014.3,2005-09-26,GERMANY
11661202,04020116.2,2004-08-25,EUROPEAN PATENT OFFICE (EPO)
11663741,2004-281633,2004-09-28,JAPAN
11659804,2004-232784,2004-08-09,JAPAN
11664146,10 2004 047 672.1,2004-09-30,GERMANY
11664048,102004046938.5,2004-09-28,GERMANY
11664048,102005046000.3,2005-09-26,GERMANY
11664012,10 2004 046 938.5,2004-09-28,GERMANY
11664012,10 2005 045 999.4,2005-09-26,GERMANY
11664344,535751,2004-10-04,NEW ZEALAND
11660565,PA 2004 01255,2004-08-19,DENMARK
11664776,0422003.4,2004-10-05,UNITED KINGDOM
11664948,20 2004 015 816.7,2004-10-09,GERMANY
11665137,0423003.3,2004-10-15,UNITED KINGDOM
11664582,2004 905 658,2004-10-01,AUSTRALIA
11665281,0422524.9,2004-10-11,UNITED KINGDOM
11665042,102004049291.3,2004-10-09,GERMANY
11665295,10 2004 050 490.3,2004-10-15,GERMANY
11665295,10 2004 056 831.6,2004-10-21,GERMANY
11665295,10 2005 015 175.2,2005-04-02,GERMANY
11660140,04103954.6,2004-08-18,EUROPEAN PATENT OFFICE (EPO)
11663030,10 2004 044 829.9,2004-09-16,GERMANY
11659524,10 2004 038308.1,2004-08-05,GERMANY
11665531,10 2004 050 307.9,2004-10-14,GERMANY
11665531,10 2005 049 397.1,2005-10-13,GERMANY
11659455,10 2004 037 923.8,2004-08-04,GERMANY
11665598,10 2004 050 307.9,2004-10-14,GERMANY
11665598,10 2005 049 397.1,2005-10-13,GERMANY
11659263,102004037655.7,2004-08-03,GERMANY
11665737,10/972166,2004-10-22,UNITED STATES OF AMERICA
11659277,10 2004 037 451.1,2004-08-02,GERMANY
11665909,10 2004 052 967.1,2004-10-29,GERMANY
11665291,10/970333,2004-10-21,UNITED STATES OF AMERICA
11658580,P200401950,2004-07-28,SPAIN
11666144,10 2004 051 594.8,2004-10-22,GERMANY
11658720,102004035378.6,2004-07-21,GERMANY
11664214,0421836.8,2004-10-01,UNITED KINGDOM
11664214,0427584.8,2004-12-16,UNITED KINGDOM
11666271,102004052960.4,2004-10-29,GERMANY
11666271,102005037965.6,2005-08-11,GERMANY
11632762,0416043.8,2004-07-17,UNITED KINGDOM
11658017,PA/A/2004/007029,2004-07-21,MEXICO
11666395,10 2004 051 950.1,2004-10-25,GERMANY
11666395,10 2004 051 992.7,2004-10-25,GERMANY
11666395,10 2004 051 964.1,2004-10-25,GERMANY
11666395,10 2004 051 937.4,2004-10-25,GERMANY
11666395,10 2004 051 952.8,2004-10-25,GERMANY
11666395,10 2005 037 223.6,2005-08-08,GERMANY
