application_number,foreign_parent_id,foreign_parent_date,parent_country
12518314,2006-357166,2006-12-12,JAPAN
12517812,06125865.3,2006-12-12,EUROPEAN PATENT OFFICE (EPO)
12518788,06025932.2,2006-12-14,EUROPEAN PATENT OFFICE (EPO)
12518887,0624997.3,2006-12-14,UNITED KINGDOM
12447279,0654715,2006-11-03,FRANCE
12517857,06126470.1,2006-12-19,EUROPEAN PATENT OFFICE (EPO)
12518956,06126875.1,2006-12-21,EUROPEAN PATENT OFFICE (EPO)
12518447,06126094.9,2006-12-12,EUROPEAN PATENT OFFICE (EPO)
12518653,06126364.6,2006-12-18,EUROPEAN PATENT OFFICE (EPO)
12518772,0624747.2,2006-12-11,UNITED KINGDOM
12518685,MI 2006 A 002479,2006-12-21,ITALY
12447206,2006-291572,2006-10-26,JAPAN
12446846,10-2006-0103745,2006-10-25,REPUBLIC OF KOREA
12519054,PI0605693-8,2006-12-15,BRAZIL
12519823,10 2006 061 090.3,2006-12-22,GERMANY
12519883,RE2007A000006,2007-01-15,ITALY
12519821,10 2006 061 157.8,2006-12-22,GERMANY
12446570,2527,2006-10-26,MONACO
12520313,0625633.3,2006-12-21,UNITED KINGDOM
12446411,06022346.8,2006-10-25,EUROPEAN PATENT OFFICE (EPO)
12446411,07004174.4,2007-02-28,EUROPEAN PATENT OFFICE (EPO)
12515947,06112894.6,2006-11-23,CHINA
12520213,06127045.0,2006-12-22,EUROPEAN PATENT OFFICE (EPO)
12520460,552236,2006-12-19,NEW ZEALAND
12520907,20073291,2007-06-26,NORWAY
12520907,20073292,2007-06-26,NORWAY
12520436,P20060458A,2006-12-20,CROATIA
12520777,02097/06,2006-12-22,SWITZERLAND
12521160,0611435,2006-12-27,FRANCE
12515656,2006906520,2006-11-22,AUSTRALIA
12521527,0700560.6,2007-01-11,UNITED KINGDOM
12519487,0625196.1,2006-12-18,UNITED KINGDOM
12517349,NO 20065576,2006-12-04,NORWAY
12520408,06077278.7,2006-12-20,EUROPEAN PATENT OFFICE (EPO)
12519822,10 2006 061 158.6,2006-12-22,GERMANY
12520524,06077316.5,2006-12-22,EUROPEAN PATENT OFFICE (EPO)
12521696,2006-356595,2006-12-28,JAPAN
12521728,2006-356232,2006-12-28,JAPAN
12521734,2006-356233,2006-12-28,JAPAN
12521787,10 2007 003 519.7,2007-01-18,GERMANY
12519360,PCT/GB2007/004757,2007-12-12,UNITED KINGDOM
12519360,0625103.7,2006-12-15,UNITED KINGDOM
12522544,0700376.7,2007-01-09,UNITED KINGDOM
12522547,0700376.7,2007-01-09,UNITED KINGDOM
12522547,0700379.1,2007-01-09,UNITED KINGDOM
12522547,0702706.3,2007-02-12,UNITED KINGDOM
12522547,0708658.0,2007-05-04,UNITED KINGDOM
12522547,0717246.3,2007-09-05,UNITED KINGDOM
12522547,0717247.1,2007-09-05,UNITED KINGDOM
12522547,0717249.7,2007-09-05,UNITED KINGDOM
12522547,0717250.5,2007-09-05,UNITED KINGDOM
12522570,0700576.7,2007-01-09,UNITED KINGDOM
12522570,0700379.1,2007-01-09,UNITED KINGDOM
12522570,0702706.3,2007-02-12,UNITED KINGDOM
12522570,0708658.0,2007-05-04,UNITED KINGDOM
12522570,0717246.3,2007-09-05,UNITED KINGDOM
12522570,0717247.1,2007-09-05,UNITED KINGDOM
12522570,0717249.7,2007-09-05,UNITED KINGDOM
12522570,0717250.5,2007-09-05,UNITED KINGDOM
12522599,0700376.7,2007-01-09,UNITED KINGDOM
12522599,0700379.1,2007-01-09,UNITED KINGDOM
12522599,0702706.3,2007-02-12,UNITED KINGDOM
12522599,0708658.0,2007-05-04,UNITED KINGDOM
12522599,0717246.3,2007-09-05,UNITED KINGDOM
12522599,0717247.1,2007-09-05,UNITED KINGDOM
12522599,0717249.7,2007-09-05,UNITED KINGDOM
12522599,0717250.5,2007-09-05,UNITED KINGDOM
12522897,0701471.5,2007-01-25,UNITED KINGDOM
12522639,2007-006877,2007-01-16,JAPAN
12522639,2007-013888,2007-01-24,JAPAN
12522639,2007-055515,2007-03-06,JAPAN
12522639,2007-127579,2007-05-14,JAPAN
12522639,2007-132556,2007-05-18,JAPAN
12522639,2007-136376,2007-05-23,JAPAN
12522251,P200700051,2007-01-05,SPAIN
12522933,FR07/00447,2007-01-23,FRANCE
12515503,0623394.4,2006-11-23,UNITED KINGDOM
12515608,06024040.5,2006-11-20,EUROPEAN PATENT OFFICE (EPO)
12516103,P200602994,2006-11-23,SPAIN
12523737,2007900241,2007-01-18,AUSTRALIA
12521621,8587,2006-12-27,ICELAND
12520793,06 026 807.5,2006-12-22,EUROPEAN PATENT OFFICE (EPO)
12514969,2006-0112697,2006-11-15,REPUBLIC OF KOREA
12514969,2007-0113171,2007-11-07,REPUBLIC OF KOREA
12524227,0752843,2007-01-23,FRANCE
12524905,0701760.1,2007-01-30,UNITED KINGDOM
12524722,10 2007 003690.8,2007-01-25,GERMANY
12523829,07001002.0,2007-01-18,EUROPEAN PATENT OFFICE (EPO)
12513748,2006-305734,2006-11-10,JAPAN
12513164,"11/590,617",2006-10-30,UNITED STATES OF AMERICA
12524387,07101554.9,2007-02-01,EUROPEAN PATENT OFFICE (EPO)
12513111,2566562,2006-10-31,CANADA
12525459,2007900488,2007-02-02,AUSTRALIA
12452748,07301278.3,2007-07-27,EUROPEAN PATENT OFFICE (EPO)
12523991,06025626.0,2006-12-11,EUROPEAN PATENT OFFICE (EPO)
12525808,2007-026942,2007-02-06,JAPAN
12526290,60888750,2007-02-07,UNITED STATES OF AMERICA
12526769,20070797,2007-02-12,NORWAY
12526455,MI2007 A 000230,2007-02-08,ITALY
12526424,PI 0705772-5,2007-02-13,BRAZIL
12526937,10-2006-0133790,2006-12-26,REPUBLIC OF KOREA
12526937,10-2007-0059172,2007-06-15,REPUBLIC OF KOREA
12526742,0702894.7,2007-02-14,UNITED KINGDOM
12527391,0703045.5,2007-02-16,UNITED KINGDOM
12526644,07102577.9,2007-02-16,EUROPEAN PATENT OFFICE (EPO)
12527627,10 2007 008 683.2,2007-02-20,GERMANY
12527745,0703213.9,2007-02-20,UNITED KINGDOM
12528056,10 2007 008 548.8,2007-02-21,GERMANY
12527790,PCT/IB2007/001532,2007-02-20,INTERNATIONAL BUREAU OF THE WORLD INTELLECTUAL PROPERTY ORGANIZATION (WIPO)
12527783,2007-038722,2007-02-20,JAPAN
12528576,07105315.1,2007-03-30,EUROPEAN PATENT OFFICE (EPO)
12525773,2007-025050,2007-02-05,JAPAN
12525484,193/CHE/2007,2007-01-31,INDIA
12525500,2007103925,2007-02-02,RUSSIAN FEDERATION
12523663,2007900278,2007-01-19,AUSTRALIA
12529639,07104036.4,2007-03-13,EUROPEAN PATENT OFFICE (EPO)
12524119,0701184.4,2007-01-22,UNITED KINGDOM
12530204,2007903909,2007-07-19,AUSTRALIA
12529999,07425133.1,2007-03-07,EUROPEAN PATENT OFFICE (EPO)
12530219,10 2007 011 970.6,2007-03-09,GERMANY
12530111,2007-059065,2007-03-08,JAPAN
12520502,552352,2006-12-22,NEW ZEALAND
12524145,10-2008-0119686,2008-11-28,REPUBLIC OF KOREA
12528268,07103005.0,2007-02-23,EUROPEAN PATENT OFFICE (EPO)
12524131,0701183.6,2007-01-22,UNITED KINGDOM
12530788,0712628.7,2007-06-29,UNITED KINGDOM
12523701,2573634,2007-01-17,CANADA
12523534,0715494.1,2007-08-10,UNITED KINGDOM
12523534,0718272.8,2007-09-20,UNITED KINGDOM
12523534,0722485.0,2007-11-16,UNITED KINGDOM
12523534,08002252.8,2008-02-07,EUROPEAN PATENT OFFICE (EPO)
12530956,07103007.6,2007-03-12,EUROPEAN PATENT OFFICE (EPO)
12530316,PCT/FI2007/050130,2007-03-09,FINLAND
12530316,0709345.3,2007-05-15,UNITED KINGDOM
12530316,0709330.5,2007-05-15,UNITED KINGDOM
12530316,0804116.2,2008-03-05,UNITED KINGDOM
12531493,102007012804.7,2008-09-25,GERMANY
12531576,0705094.1,2007-03-16,UNITED KINGDOM
12531599,0705092.5,2007-03-16,UNITED KINGDOM
12530017,07103958.0,2007-03-12,EUROPEAN PATENT OFFICE (EPO)
12531253,07006148.6,2007-03-26,EUROPEAN PATENT OFFICE (EPO)
12521834,200610171578.9,2006-12-30,CHINA
12531916,PA 2007 00424,2007-03-20,DENMARK
12531916,PA 2007 00958,2007-06-29,DENMARK
12531907,2582176,2007-03-19,CANADA
12532109,A 2007 02961,2007-03-20,UKRAINE
12532298,2007901529,2007-03-22,AUSTRALIA
12532358,0705557.7,2007-03-23,UNITED KINGDOM
12529492,10-2008-0054730,2008-06-11,REPUBLIC OF KOREA
12522513,10 2007 001 864.0,2007-01-12,GERMANY
12531767,0705219.4,2007-03-19,UNITED KINGDOM
12528472,0703679.1,2007-02-26,UNITED KINGDOM
12532839,182390,2007-03-25,ISRAEL
12532678,PA 2007 00479,2007-03-28,DENMARK
12593289,PCT/CN2007/001377,2007-04-25,CHINA
12593553,0705923.1,2007-03-28,UNITED KINGDOM
12531873,10-2007-0034501,2007-04-09,REPUBLIC OF KOREA
12521627,10 2006 062 550.1,2006-12-29,GERMANY
12593612,200720036439.5,2007-03-26,CHINA
12594219,0700873-3,2007-04-03,SWEDEN
12532571,07104645.2,2007-03-22,EUROPEAN PATENT OFFICE (EPO)
12532571,07123028.8,2007-12-12,EUROPEAN PATENT OFFICE (EPO)
12520792,10 2006 060 815.1,2006-12-21,GERMANY
12594545,07105790.5,2007-04-05,EUROPEAN PATENT OFFICE (EPO)
12594239,10 2007 016 012.9,2007-04-03,GERMANY
12595044,07 02716,2007-04-13,FRANCE
12595162,2007-101610,2007-04-09,JAPAN
12521497,P200603289,2006-12-27,SPAIN
12594635,0707121.0,2007-04-12,UNITED KINGDOM
12594438,0706519.6,2007-04-03,UNITED KINGDOM
12595054,0706860.4,2007-04-10,UNITED KINGDOM
12595601,07106278.0,2007-04-16,EUROPEAN PATENT OFFICE (EPO)
12595831,10 2007 019 691.3,2007-04-26,GERMANY
12593737,2007901666,2007-03-30,AUSTRALIA
12528612,0703672.6,2007-02-26,UNITED KINGDOM
12528612,0710122.3,2007-05-26,UNITED KINGDOM
12596260,07007728.4,2007-04-16,EUROPEAN PATENT OFFICE (EPO)
12596037,102007018541.5,2007-04-17,GERMANY
12596037,07108666.4,2007-05-22,EUROPEAN PATENT OFFICE (EPO)
12520582,0611272,2006-12-22,FRANCE
12521479,0611454,2006-12-27,FRANCE
12595658,07106191.5,2007-04-13,EUROPEAN PATENT OFFICE (EPO)
12596633,10-2007-0038695,2007-04-20,REPUBLIC OF KOREA
12597256,MX/A/2007/004840,2007-04-23,MEXICO
12596442,IL182702,2009-04-19,ISRAEL
12596324,2007-259376,2007-10-03,JAPAN
12596507,07106928.0,2007-04-25,EUROPEAN PATENT OFFICE (EPO)
12595408,0706831.5,2007-04-10,UNITED KINGDOM
12598504,0708468.4,2007-05-02,UNITED KINGDOM
12596750,0707935.3,2007-04-24,UNITED KINGDOM
12532575,20 2007 004 292.2,2007-03-23,GERMANY
12595333,8631,2007-04-12,ICELAND
12595333,8655,2007-06-22,ICELAND
12595333,8663,2007-07-13,ICELAND
12593676,0754114,2007-03-29,FRANCE
12593783,2007-094762,2007-03-30,JAPAN
12593783,2007-155037,2007-06-12,JAPAN
12598759,0708560.8,2007-05-03,UNITED KINGDOM
12598689,200703239-4,2007-05-04,SINGAPORE
12597003,2 586 270,2007-04-30,CANADA
12598832,"2,587,354",2007-05-04,CANADA
12598932,07009766.2,2007-05-16,EUROPEAN PATENT OFFICE (EPO)
12531969,10 2007 013 852.2,2007-03-20,GERMANY
12599464,2007902477,2007-05-09,AUSTRALIA
12597828,0710850.9,2007-06-06,UNITED KINGDOM
12599372,07108345.5,2007-05-16,EUROPEAN PATENT OFFICE (EPO)
12599810,2588347,2007-05-11,CANADA
12531748,0625671.3,2006-12-21,UNITED KINGDOM
12599990,2000649,2007-05-15,NETHERLANDS
12599969,0714303.5,2007-07-23,UNITED KINGDOM
12599969,0803906.7,2008-03-03,UNITED KINGDOM
12600156,2007/06077,2007-07-23,SOUTH AFRICA
12597477,07290522.7,2007-04-26,EUROPEAN PATENT OFFICE (EPO)
12531053,2007901249,2007-03-11,AUSTRALIA
12599964,GB0809314.8,2008-05-22,UNITED KINGDOM
12599935,07108272.1,2007-05-15,EUROPEAN PATENT OFFICE (EPO)
12530804,0705097.4,2007-03-16,UNITED KINGDOM
12600396,07010162.1,2007-05-22,EUROPEAN PATENT OFFICE (EPO)
12599967,0715938.7,2007-08-15,UNITED KINGDOM
12600502,PCT/CN2007/001638,2007-05-18,CHINA
12601515,07010324.7,2007-05-24,EUROPEAN PATENT OFFICE (EPO)
12600922,20075460,2007-06-18,FINLAND
12601265,0709915.3,2007-05-23,UNITED KINGDOM
12528237,0812508.0,2008-07-08,UNITED KINGDOM
12528237,0904075.9,2009-03-09,UNITED KINGDOM
12600302,102007022588.3,2007-05-14,GERMANY
12602137,10 2007 025 275.9,2007-05-31,GERMANY
12602207,0710981.2,2007-06-07,UNITED KINGDOM
12602527,2007-147073,2007-06-01,JAPAN
12600173,10 2007 022 491.7,2007-05-14,GERMANY
12602784,0710676.8,2007-06-05,UNITED KINGDOM
12602784,0808498.0,2008-05-10,UNITED KINGDOM
12528995,2007-046856,2007-02-27,JAPAN
12663566,0713270.7,2007-07-09,UNITED KINGDOM
12599928,10-2008-0111960,2008-11-12,REPUBLIC OF KOREA
12602381,07/03816,2007-05-30,FRANCE
12601781,20075464,2007-06-18,JAPAN
12664129,EP07011460.8,2007-06-12,EUROPEAN PATENT OFFICE (EPO)
12528932,0703909.2,2007-02-28,UNITED KINGDOM
12664254,2007-154594,2007-06-11,JAPAN
12601667,20075463,2007-06-18,FINLAND
12664682,2007-164198,2007-06-21,JAPAN
12664886,2007 122610,2007-06-15,RUSSIAN FEDERATION
12664929,1 2007 028 036.1,2007-06-14,GERMANY
12664929,10 2007 041 613.1,2007-09-03,GERMANY
12664929,10 2007 059 646.6,2007-12-10,GERMANY
12526305,07002815.4,2007-02-09,EUROPEAN PATENT OFFICE (EPO)
12665500,08152821.8,2008-03-17,EUROPEAN PATENT OFFICE (EPO)
12528453,0753517,2007-02-27,FRANCE
12663353,0755456,2007-06-05,FRANCE
12665321,10-2007-0061857,2007-06-22,REPUBLIC OF KOREA
12665321,10-2007-0061858,2007-06-22,REPUBLIC OF KOREA
12663826,0701458-2,2007-06-15,SWEDEN
12527583,2007-037873,2007-02-19,JAPAN
12527161,PCT/FR2008/000193,2008-02-14,FRANCE
12527161,0701077,2007-02-14,FRANCE
12665604,200720071207.3,2007-06-18,CHINA
12666404,0712410.0,2007-06-26,UNITED KINGDOM
12667224,10-2007-0065011,2007-06-29,REPUBLIC OF KOREA
12667442,20075503,2007-07-03,FINLAND
12665364,2007-198558,2007-07-31,JAPAN
12665364,2007-211334,2007-08-14,JAPAN
12667529,TO2007U000088,2007-07-04,ITALY
12667528,07450118.0,2007-07-02,EUROPEAN PATENT OFFICE (EPO)
12666830,07/56088,2007-06-27,FRANCE
12666829,0712407.6,2007-06-26,UNITED KINGDOM
12667637,07013095.0,2007-07-04,EUROPEAN PATENT OFFICE (EPO)
12667689,10-2007-0066405,2007-07-03,REPUBLIC OF KOREA
12667559,MI 2007 A 001321,2007-07-04,ITALY
12668031,2000745,2007-07-11,NETHERLANDS
12667630,200710128388.3,2007-07-10,CHINA
12667520,20073411,2007-07-03,NORWAY
12664335,102007027156.7,2007-06-13,GERMANY
12667951,07013489.5,2007-07-10,EUROPEAN PATENT OFFICE (EPO)
12664151,PV 2007-408,2007-06-13,CZECHIA
12668387,0704999,2007-07-10,FRANCE
12668589,2007903769,2007-07-11,AUSTRALIA
12668357,07013480.4,2007-07-10,EUROPEAN PATENT OFFICE (EPO)
12668357,08009096.2,2008-05-16,EUROPEAN PATENT OFFICE (EPO)
12668357,08010333.6,2008-06-06,EUROPEAN PATENT OFFICE (EPO)
12668222,07112260.0,2007-07-11,EUROPEAN PATENT OFFICE (EPO)
12668222,07117407.2,2007-09-27,EUROPEAN PATENT OFFICE (EPO)
12668222,07122724.3,2007-12-10,EUROPEAN PATENT OFFICE (EPO)
12669075,0714344.9,2007-07-24,UNITED KINGDOM
12601889,10 2007 025 065.9,2007-05-29,GERMANY
12601889,10 2008 023 242.4,2008-05-13,GERMANY
12669625,2000755,2007-07-16,NETHERLANDS
12668576,PCT/EP2008/006632,2008-08-12,EUROPEAN PATENT OFFICE (EPO)
12668576,10 2007 038 358.6,2007-08-14,GERMANY
12667998,07075567.3,2007-07-06,EUROPEAN PATENT OFFICE (EPO)
12668456,07112763.3,2007-07-19,EUROPEAN PATENT OFFICE (EPO)
12670544,07014392.0,2007-07-23,EUROPEAN PATENT OFFICE (EPO)
12670582,07014711.1,2007-07-26,EUROPEAN PATENT OFFICE (EPO)
12602655,200710099978.8,2007-06-01,CHINA
12670892,0714591.5,2007-07-27,UNITED KINGDOM
12600920,2006-156216,2006-06-05,JAPAN
12600498,PCT/CN2007/001639,2007-05-18,CHINA
12671537,0705559,2007-07-31,FRANCE
12671271,11830733,2007-07-30,UNITED STATES OF AMERICA
12671271,12016897,2008-01-18,UNITED STATES OF AMERICA
12599072,102007027839.1,2007-06-13,GERMANY
12599965,715939.5,2007-08-15,UNITED KINGDOM
12600256,2007100487,2007-06-13,AUSTRALIA
12671984,10 2007 036 644.4,2007-08-03,GERMANY
12671991,200804788-8,2008-06-24,SINGAPORE
12599075,10 2007 027 839.1,2007-06-13,GERMANY
12598748,10 2007 021 273.0,2007-05-07,GERMANY
12672591,10 2007 039 043.4,2007-08-17,GERMANY
12672627,1698/DEL/2007,2007-08-09,INDIA
12664466,2007903204,2007-06-14,AUSTRALIA
12599517,10-2007-0045466,2007-05-10,REPUBLIC OF KOREA
12599388,PA 2007 00730,2007-05-10,DENMARK
12598535,10 2007 020 839.3,2007-05-02,GERMANY
12673029,07114383.8,2007-08-15,EUROPEAN PATENT OFFICE (EPO)
12669284,2007903867,2007-07-17,AUSTRALIA
12669284,2007903866,2007-07-17,AUSTRALIA
12599401,2007902482,2007-05-10,AUSTRALIA
12596618,MI2007A000807,2007-04-19,ITALY
12673271,0716130.0,2007-08-17,UNITED KINGDOM
12596467,PCT/EP2007/003510,2007-04-20,EUROPEAN PATENT OFFICE (EPO)
12673367,60964970,2007-08-16,UNITED STATES OF AMERICA
12673092,0715846.2,2007-08-15,UNITED KINGDOM
12597457,554717,2007-04-24,NEW ZEALAND
12597457,563837,2007-11-28,NEW ZEALAND
12673765,0716016.1,2007-08-16,UNITED KINGDOM
12673942,2007903569,2007-07-02,AUSTRALIA
12673942,2007903627,2007-07-04,AUSTRALIA
12673997,185502,2007-08-23,ISRAEL
12673628,07018360.3,2007-09-19,EUROPEAN PATENT OFFICE (EPO)
12674435,2007904489,2007-08-20,AUSTRALIA
12671562,60953320,2007-08-01,UNITED STATES OF AMERICA
12597780,10 2007 020520.3,2007-05-02,GERMANY
12674474,0716243.1,2007-08-21,UNITED KINGDOM
12674556,0716328.0,2007-08-21,UNITED KINGDOM
12595584,07251633.9,2007-04-18,EUROPEAN PATENT OFFICE (EPO)
12675434,10 2007 040 613.6,2007-08-27,GERMANY
12674802,10 2008 014814.8,2008-03-18,GERMANY
12674293,2007904435,2007-08-20,AUSTRALIA
12675103,10 2007 041 167.9,2007-08-24,GERMANY
12675471,0803646.9,2008-02-28,UNITED KINGDOM
12674926,0716633.3,2007-08-24,UNITED KINGDOM
12674928,0716573.1,2007-08-24,UNITED KINGDOM
12675869,2007-219314,2007-08-27,JAPAN
12673142,PCT/SE2007/050558,2007-08-16,SWEDEN
12674778,07017299.4,2007-09-04,EUROPEAN PATENT OFFICE (EPO)
12673070,10 2007 038 038.2,2007-08-10,GERMANY
12675988,07115877.8,2007-09-07,EUROPEAN PATENT OFFICE (EPO)
12676270,10 2007 041 761.8,2007-09-04,GERMANY
12676270,10 2008 037 882.8,2008-08-15,GERMANY
12676868,EP07022543.8,2007-11-21,EUROPEAN PATENT OFFICE (EPO)
12677231,10 2007 042 833.4,2007-09-10,GERMANY
12677480,20079047936,2007-09-10,AUSTRALIA
12675658,07017091.5,2007-08-31,EUROPEAN PATENT OFFICE (EPO)
12672798,07114147.7,2007-08-10,EUROPEAN PATENT OFFICE (EPO)
12677524,07017665.6,2007-09-10,EUROPEAN PATENT OFFICE (EPO)
12677875,20070706,2007-09-14,FINLAND
12678073,20 2007 012 804.5,2007-09-13,GERMANY
12677893,60960046,2007-09-13,UNITED STATES OF AMERICA
12678057,07116533.6,2007-09-17,EUROPEAN PATENT OFFICE (EPO)
12678104,0702097-7,2007-09-13,SWEDEN
12676878,0716761.2,2007-08-25,UNITED KINGDOM
12676085,2007-228891,2007-09-04,JAPAN
12672960,07114305.1,2007-08-14,EUROPEAN PATENT OFFICE (EPO)
12678758,P384325,2008-01-25,POLAND
12674673,07114580.9,2007-08-20,EUROPEAN PATENT OFFICE (EPO)
12675547,0717044.2,2007-09-01,UNITED KINGDOM
12679098,07117050.0,2007-09-24,EUROPEAN PATENT OFFICE (EPO)
12679230,0718683.6,2007-09-25,UNITED KINGDOM
12678979,1979/DEL/2007,2007-09-18,INDIA
12678778,2007/08415,2007-09-21,SOUTH AFRICA
12679692,2007905255,2007-09-26,AUSTRALIA
12679130,07018396.7,2007-09-19,EUROPEAN PATENT OFFICE (EPO)
12679946,2007905213,2007-09-25,AUSTRALIA
12678997,448/CHE/2010,2010-02-22,INDIA
12678791,2007/08415,2007-09-21,SOUTH AFRICA
12672406,200710143522.7,2007-08-08,CHINA
12680825,10 2007 047 300.3,2007-10-02,GERMANY
12669491,07014018.1,2007-07-17,EUROPEAN PATENT OFFICE (EPO)
12671901,0307307.9,2003-03-29,UNITED KINGDOM
12671901,0328839.6,2003-12-12,UNITED KINGDOM
12681499,07301441.7,2007-10-08,EUROPEAN PATENT OFFICE (EPO)
12671738,10 2007 037 071.9,2007-08-06,GERMANY
12678831,10 2007 045 189.1,2007-09-21,GERMANY
12681716,07 07004,2007-10-05,FRANCE
12682039,07019663.9,2007-10-08,EUROPEAN PATENT OFFICE (EPO)
12681944,0719807.0,2007-10-10,UNITED KINGDOM
12682484,2007-267139,2007-10-12,JAPAN
12681437,0719288.3,2007-10-03,UNITED KINGDOM
12681437,0809316.3,2008-05-22,UNITED KINGDOM
12671544,07113784.8,2007-08-03,EUROPEAN PATENT OFFICE (EPO)
12670845,0705462,2007-07-26,FRANCE
12733038,2007903733,2007-07-11,AUSTRALIA
12681476,562236,2007-10-05,NEW ZEALAND
12733293,102007039967.9,2007-08-23,GERMANY
12733232,A 1308/2007,2007-08-22,AUSTRIA
12733416,2007-226750,2007-08-31,JAPAN
12733767,0717953.4,2007-09-14,UNITED KINGDOM
12733769,0718103.5,2007-09-17,UNITED KINGDOM
12733215,10 2007 038 846.4,2007-08-16,GERMANY
12668398,20070004998,2007-07-10,FRANCE
12671289,0756812,2007-07-30,FRANCE
12733524,2007-233287,2007-09-07,JAPAN
12733524,2008-177087,2008-07-07,JAPAN
12733050,102007038060.9,2007-08-10,GERMANY
12669780,07013895.3,2007-07-16,EUROPEAN PATENT OFFICE (EPO)
12733527,2007-231720,2007-09-06,JAPAN
12733527,2008-176968,2008-07-07,JAPAN
12734126,07301455.7,2007-10-12,EUROPEAN PATENT OFFICE (EPO)
12734471,07 07725,2007-11-02,FRANCE
12734208,200710132390.8,2007-09-15,CHINA
12734921,0725191.1,2007-12-24,UNITED KINGDOM
12734981,MX/A/2008/001081,2008-01-23,MEXICO
12668263,0701725-4,2007-07-11,SWEDEN
12668020,2007901797,2007-04-04,AUSTRALIA
12735264,2007-339088,2007-12-28,JAPAN
12735449,116-2008,2008-01-15,CHILE
12735691,10 2008 008 234.1,2008-02-08,GERMANY
12735758,369/CHE/2008,2008-02-14,INDIA
12735758,370/CHE/2008,2008-02-14,INDIA
12736415,MN2008A00007,2008-03-27,ITALY
12736086,"2,620,609",2008-03-10,CANADA
12735378,08000671,2008-01-11,SWEDEN
12666206,10-2007-0069464,2007-07-11,REPUBLIC OF KOREA
12666206,10-2007-0133036,2007-12-18,REPUBLIC OF KOREA
12734725,10 2007 056 910.8,2007-11-26,GERMANY
12736581,10 2008 022 280.1,2008-04-24,GERMANY
12737078,0810386.3,2008-06-06,UNITED KINGDOM
12737304,0812243.4,2008-07-04,UNITED KINGDOM
12734459,2492/CHE/2007,2007-11-01,INDIA
12737872,2008-227735,2008-09-05,JAPAN
12736073,29/301572,2008-03-07,UNITED STATES OF AMERICA
12736838,P200801477,2008-05-15,SPAIN
12736838,P200802577,2008-09-10,SPAIN
12736838,P200803378,2008-11-27,SPAIN
12734351,0715626.8,2007-08-10,UNITED KINGDOM
12737896,2008-231603,2008-09-10,JAPAN
12733526,2007-233197,2007-09-07,JAPAN
12733526,2008-177041,2008-07-07,JAPAN
12682756,10-2007-047-112.1,2007-10-01,GERMANY
12679190,0757707,2007-09-20,FRANCE
12680127,200710012975.6,2007-09-26,CHINA
12675515,07 07478,2007-10-24,FRANCE
12678784,2007/08415,2007-09-21,SOUTH AFRICA
12678231,0718040.9,2007-09-15,UNITED KINGDOM
12678231,0719183.6,2007-10-02,UNITED KINGDOM
12678231,0801858.2,2008-02-01,UNITED KINGDOM
12678231,08002332.7,2008-02-08,UNITED KINGDOM
12675789,0757302,2007-08-31,FRANCE
12675184,560977,2007-08-28,NEW ZEALAND
12674467,07291037.5,2007-08-23,EUROPEAN PATENT OFFICE (EPO)
12734476,2007-288728,2007-11-06,JAPAN
12737903,0905543.5,2009-03-31,UNITED KINGDOM
12681693,11973272,2007-10-05,UNITED STATES OF AMERICA
12681759,07 07006,2007-10-05,FRANCE
12738133,07122013.1,2007-11-30,EUROPEAN PATENT OFFICE (EPO)
12737186,2008903077,2008-06-17,AUSTRALIA
12737186,2008905691,2008-11-04,AUSTRALIA
12737186,2009900598,2009-02-13,AUSTRALIA
12739642,2216/DEL/2007,2007-10-23,INDIA
12739869,102007052198.9,2007-10-27,GERMANY
12739869,102008027523.9,2008-06-04,GERMANY
12738605,0720666.7,2007-10-22,UNITED KINGDOM
12738183,2007905660,2007-10-17,AUSTRALIA
12740440,PA 2007 01549,2007-10-30,DENMARK
12740489,2006906042,2006-10-31,AUSTRALIA
12740559,8688,2007-10-31,ICELAND
12740158,10 2007 051 988.7,2007-10-31,GERMANY
12740118,07/293190,2007-11-12,JAPAN
12741569,MI2007A002141,2007-11-08,ITALY
12741593,2007906101,2007-11-06,AUSTRALIA
12741687,551097,2006-11-06,NEW ZEALAND
12741755,10 2007 053 945.4,2007-11-09,GERMANY
12741755,10 2008 003 320.0,2008-01-07,GERMANY
12741749,2007-289828,2007-11-07,JAPAN
12741878,"2,610,045",2007-11-07,CANADA
12743038,0702582-8,2007-11-15,SWEDEN
12743234,187071,2007-11-01,ISRAEL
12743234,187072,2007-11-01,ISRAEL
12743234,187073,2007-11-01,ISRAEL
12743234,187074,2007-11-01,ISRAEL
12743234,187075,2007-11-01,ISRAEL
12743234,187076,2007-11-01,ISRAEL
12741904,GB 0722117.9,2007-11-10,UNITED KINGDOM
12742969,2001010,2007-11-16,NETHERLANDS
12742000,07075967.5,2007-11-07,EUROPEAN PATENT OFFICE (EPO)
12742889,20075808,2007-11-14,FINLAND
12743084,07120625.4,2007-11-14,EUROPEAN PATENT OFFICE (EPO)
12743756,PCT/RU2007/000633,2007-11-19,RUSSIAN FEDERATION
12744886,0702681-8,2007-11-30,SWEDEN
12744886,60991323,2007-11-30,SWEDEN
12744283,10-2007-0119844,2007-11-22,REPUBLIC OF KOREA
12745088,0724340.5,2007-12-13,UNITED KINGDOM
12745252,200710196636.8,2007-11-29,CHINA
