application_number,pto_delay_a,pto_delay_b,pto_delay_c,overlap_pto_delay,nonoverlap_pto_delay,pto_manual_adjustment,applicant_delay,patent_term_adjustment
09065432,389,0,0,0,389,0,85,304
09065433,0,0,0,0,0,0,267,0
09065452,0,0,0,0,0,0,8,0
09065461,0,0,0,0,0,0,0,0
09065492,0,0,0,0,0,0,123,0
09065531,0,0,0,0,0,0,210,0
09065534,21,0,0,0,21,0,243,0
09065547,0,0,0,0,83,0,0,83
09065559,0,0,0,0,0,0,0,0
09065545,0,0,0,0,99,0,91,8
09065622,54,0,0,0,54,0,56,0
09065587,87,0,0,0,87,-250,81,0
09065569,242,0,0,0,242,0,328,0
09065717,0,0,0,0,0,0,88,0
09065724,0,0,0,0,14,0,120,0
09065742,0,0,0,0,0,0,35,0
09065757,0,0,0,0,0,0,95,0
09065746,0,0,0,0,0,0,67,0
09065748,0,0,0,0,0,0,120,0
09065752,0,0,0,0,0,0,0,0
09065868,0,0,0,0,0,0,113,0
09065855,0,0,0,0,0,0,5,0
09065914,0,0,0,0,143,0,267,0
09065953,0,0,0,0,0,0,104,0
09065919,0,0,0,0,0,0,122,0
09065967,0,0,0,0,0,0,82,0
09065944,0,0,0,0,0,0,0,0
09065933,57,0,0,0,57,0,83,0
09066110,0,0,0,0,0,0,0,0
09066183,0,0,0,0,0,0,137,0
09066065,0,0,0,0,33,0,35,0
09066042,0,0,0,0,0,0,56,0
09065902,233,0,0,0,233,0,120,113
09066246,0,0,0,0,0,0,0,0
09066266,0,0,0,0,0,0,0,0
09066269,0,0,0,0,0,0,105,0
09066614,0,0,0,0,0,0,0,0
09066623,0,0,0,0,0,0,309,0
09066638,369,0,0,0,369,0,0,369
09073004,0,0,0,0,0,0,3,0
09066622,0,0,0,0,0,0,59,0
09067093,33,14,0,0,754,0,197,557
08983609,0,0,0,0,0,0,180,0
09065037,0,0,0,0,0,0,88,0
09065044,0,0,0,0,0,0,90,0
08983544,0,0,0,0,0,0,135,0
09051918,120,0,0,0,120,0,664,0
09065040,0,0,0,0,10,0,251,0
09066585,0,0,0,0,28,0,127,0
09066696,0,0,0,0,0,0,115,0
09066753,0,0,0,0,0,0,27,0
09066756,0,0,0,0,0,0,94,0
09066797,0,0,0,0,0,0,3,0
09067009,0,0,0,0,0,0,123,0
09067002,0,0,0,0,0,0,309,0
09067012,123,0,0,0,123,0,201,0
09066596,0,0,0,0,0,0,0,0
09067134,0,0,0,0,0,0,50,0
09067132,17,0,0,0,39,0,44,0
09067233,0,0,0,0,0,0,0,0
09067250,0,0,0,0,0,0,2,0
09067308,95,0,0,0,95,0,51,44
09067319,0,0,0,0,0,0,0,0
09067317,0,0,0,0,0,0,66,0
09067358,0,0,0,0,0,0,407,0
09067371,0,0,0,0,0,0,190,0
09067322,0,0,0,0,0,0,0,0
09067382,0,0,0,0,34,0,10,24
09067450,0,0,0,0,0,0,98,0
09067486,0,0,0,0,0,0,0,0
09067548,0,0,0,0,0,0,1,0
09067482,0,0,0,0,0,0,50,0
09067590,0,0,0,0,0,0,47,0
09067649,0,0,0,0,24,0,122,0
09067337,412,222,0,0,634,563,654,543
09070101,0,0,0,0,0,0,37,0
09069228,81,0,0,0,81,0,61,20
09066312,0,0,0,0,0,0,113,0
09066317,27,0,0,0,335,0,171,164
09066350,0,0,0,0,0,0,0,0
09066840,0,0,0,0,0,0,122,0
09066849,0,0,0,0,0,0,96,0
09066865,0,0,0,0,0,0,70,0
09066888,0,0,0,0,0,0,405,0
09066914,0,0,0,0,0,0,104,0
09066929,0,0,0,0,0,0,85,0
09067015,0,0,0,0,0,0,0,0
09067014,0,0,0,0,3,0,120,0
09067346,0,0,0,0,0,0,0,0
09067208,6,0,0,0,6,0,252,0
09067341,46,0,0,0,46,0,120,0
09067389,0,0,0,0,0,0,278,0
09066836,158,0,0,0,158,0,31,127
09067439,0,0,0,0,0,0,81,0
09067460,0,0,0,0,0,0,57,0
09066821,0,0,0,0,0,0,122,0
09067577,0,0,0,0,0,0,78,0
09066451,0,0,0,0,0,0,122,0
09067599,97,0,0,0,941,0,108,833
09067665,0,0,0,0,0,0,45,0
09067710,91,0,0,0,91,0,4,87
09067638,0,0,0,0,0,0,442,0
09067719,0,0,0,0,0,0,193,0
09067746,461,0,0,0,461,0,112,349
09067745,0,0,0,0,0,0,48,0
09067894,0,0,0,0,0,0,0,0
09067867,0,0,0,0,0,0,0,0
09067893,0,0,0,0,0,0,56,0
09067906,35,0,0,0,35,0,34,1
09067938,0,0,0,0,0,0,61,0
09067949,274,0,0,0,274,0,65,209
09069002,0,0,0,0,33,0,10,23
09067926,0,0,0,0,0,0,0,0
09069054,0,0,0,0,0,0,169,0
09065099,0,0,0,0,60,0,120,0
09066381,0,0,0,0,88,0,142,0
09067978,0,0,0,0,0,0,0,0
09067980,0,0,0,0,0,0,55,0
09069078,0,0,0,0,0,0,0,0
09069141,0,0,0,0,0,0,0,0
09069145,0,0,0,0,0,0,85,0
09069104,0,0,0,0,0,0,144,0
09069088,0,332,0,0,332,54,85,301
09069170,0,0,0,0,0,0,27,0
09069213,0,0,0,0,0,0,92,0
09069291,0,0,0,0,0,0,0,0
09069363,0,0,0,0,0,0,113,0
09069264,60,0,0,0,60,0,77,0
09069439,0,0,0,0,0,0,64,0
09069215,0,0,0,0,0,0,0,0
09069532,0,0,0,0,0,0,97,0
09069568,0,0,0,0,0,0,89,0
09069566,0,0,0,0,0,0,124,0
09069648,0,0,0,0,0,0,62,0
09069389,0,0,0,0,0,0,92,0
09069326,0,0,0,0,78,0,196,0
09069676,0,0,0,0,0,0,56,0
09069668,16,246,0,0,262,0,113,149
09069657,0,0,0,0,0,0,105,0
09069727,0,0,0,0,20,0,143,0
09069511,0,0,0,0,0,0,69,0
09029007,0,0,0,0,0,0,115,0
09069735,0,0,0,0,0,0,55,0
09069748,0,0,0,0,40,0,46,0
09069776,0,0,0,0,0,0,0,0
09069795,0,0,0,0,0,0,0,0
09069779,0,0,0,0,0,0,81,0
09069800,0,0,0,0,0,0,54,0
09069796,0,0,0,0,0,0,140,0
09069839,0,0,0,0,0,0,0,0
09069845,0,0,0,0,0,0,0,0
09069951,0,0,0,0,45,0,187,0
09070022,0,0,0,0,0,0,69,0
09070006,0,0,0,0,0,0,113,0
09070051,0,0,0,0,0,0,113,0
09070054,0,0,0,0,0,0,48,0
09070150,0,0,0,0,0,0,98,0
09070138,39,0,0,0,39,0,63,0
09070407,0,0,0,0,0,0,50,0
09070274,0,0,0,0,44,0,122,0
09070470,0,0,0,0,17,0,96,0
09070494,0,0,0,0,0,0,42,0
09070528,0,0,0,0,0,0,55,0
09070630,0,0,0,0,83,0,263,0
09070634,0,0,0,0,0,0,93,0
09070665,0,0,0,0,3,0,4,0
09070639,0,0,0,0,0,0,194,0
09070673,0,0,0,0,0,0,100,0
09070600,0,0,0,0,0,0,0,0
09070541,0,0,0,0,0,0,135,0
09070940,0,0,0,0,0,0,267,0
09070542,0,0,0,0,0,0,0,0
09070938,59,0,0,0,195,0,91,104
09071130,0,0,0,0,0,0,0,0
09071127,0,0,0,0,0,0,64,0
09071080,0,0,0,0,0,0,92,0
09071235,0,0,0,0,0,0,0,0
09071355,0,0,0,0,0,0,194,0
09071371,0,0,0,0,0,0,92,0
09071374,0,0,0,0,0,0,5,0
09071466,0,0,0,0,40,85,120,5
09071143,0,0,0,0,0,0,238,0
09068188,0,0,0,0,0,0,144,0
09070734,0,0,0,0,19,0,31,0
09070771,0,0,0,0,0,0,55,0
09070786,0,0,0,0,0,0,0,0
09070788,0,0,0,0,0,0,0,0
09070794,0,0,0,0,0,0,61,0
09070854,0,0,0,0,0,0,91,0
09070868,0,0,0,0,0,0,120,0
09070766,0,0,0,0,0,0,0,0
09070958,0,0,0,0,0,0,0,0
09070739,0,0,0,0,0,0,75,0
08983605,0,0,0,0,41,0,276,0
09068074,0,0,0,0,146,0,0,146
09071105,0,0,0,0,0,0,59,0
09071096,8,0,0,0,153,0,82,71
09070957,149,0,0,0,176,-14,127,35
09071345,0,0,0,0,0,0,147,0
09071426,0,0,0,0,0,0,118,0
09071446,0,0,0,0,0,0,92,0
09071462,0,0,0,0,0,0,134,0
09071458,0,0,0,0,0,0,51,0
09071488,876,0,0,0,876,0,33,843
09071594,0,0,0,0,618,0,123,495
09071319,0,0,0,0,4,0,120,0
09071680,0,0,0,0,0,0,226,0
09071664,13,0,0,0,13,0,590,0
09071695,0,0,0,0,89,0,120,0
09071567,47,0,0,0,47,0,35,12
09071732,112,0,0,0,112,0,227,0
09071766,0,0,0,0,0,0,82,0
09071765,0,0,0,0,0,0,263,0
09071499,0,0,0,0,0,0,111,0
09071480,0,0,0,0,0,0,0,0
09071838,218,142,0,0,360,0,224,136
09071716,0,0,0,0,0,0,0,0
09071718,38,0,0,0,38,0,74,0
09068079,0,0,0,0,0,0,0,0
09011732,0,0,0,0,0,0,45,0
09071110,0,0,0,0,0,0,0,0
09071542,0,0,0,0,26,0,120,0
09071878,11,0,0,0,11,0,138,0
09071520,0,0,0,0,0,0,71,0
09071966,0,0,0,0,0,0,0,0
09071900,64,0,0,0,64,0,287,0
09071968,0,0,0,0,0,0,6,0
09071046,74,1189,0,0,1866,0,64,1802
09071035,0,0,0,0,0,0,0,0
09072150,0,0,0,0,10,0,53,0
09072169,0,0,0,0,0,0,23,0
09072202,0,0,0,0,0,0,59,0
09072198,0,0,0,0,11,0,120,0
09072276,0,0,0,0,0,0,0,0
09072289,0,0,0,0,0,0,0,0
09072293,0,0,0,0,0,0,2,0
09072331,0,0,0,0,0,0,123,0
09072075,11,0,0,0,11,0,0,11
09072326,0,0,0,0,102,0,98,4
09072402,0,0,0,0,0,0,58,0
09072412,100,0,0,0,100,0,233,0
09072401,0,0,0,0,0,0,150,0
09073019,0,0,0,0,0,0,120,0
09076498,0,0,0,0,146,0,307,0
09073068,0,0,0,0,0,0,89,0
09072137,13,0,0,0,13,0,0,13
09072356,18,0,0,0,18,0,235,0
09068633,0,0,0,0,0,0,130,0
09071890,0,0,0,0,0,0,0,0
09071886,0,0,0,0,0,0,88,0
09072455,0,0,0,0,0,0,30,0
09072549,41,0,0,0,913,0,199,714
09072553,1147,0,0,0,1147,0,0,1147
09072562,0,0,0,0,0,0,70,0
09072597,0,0,0,0,0,0,89,0
09072596,0,0,0,0,0,0,89,0
09068228,85,0,0,0,85,0,134,0
09072805,57,0,0,0,57,-220,96,0
09072809,0,0,0,0,0,0,0,0
09072811,0,0,0,0,0,0,61,0
09072791,0,0,0,0,0,0,132,0
09072835,0,0,0,0,61,0,244,0
09072886,0,0,0,0,0,0,71,0
09072878,0,0,0,0,0,0,68,0
09073010,0,0,0,0,0,0,2,0
09073036,0,0,0,0,0,0,0,0
09073009,0,0,0,0,0,0,163,0
09073050,0,0,0,0,0,0,53,0
09073040,2,0,0,0,2,0,120,0
09073081,0,0,0,0,36,0,0,36
09073101,0,0,0,0,0,0,0,0
09072757,0,0,0,0,0,0,114,0
09072796,0,0,0,0,0,0,433,0
09072702,0,0,0,0,0,0,172,0
09073102,0,0,0,0,0,0,0,0
09073098,0,0,0,0,0,0,36,0
09073090,0,0,0,0,0,0,202,0
09073055,0,0,0,0,0,0,0,0
09073230,0,0,0,0,0,0,299,0
09073046,0,0,0,0,0,0,173,0
09072959,0,0,0,0,0,0,75,0
09075561,0,0,0,0,0,0,120,0
09074012,349,0,0,0,349,0,936,0
09073300,0,0,0,0,0,0,67,0
09000231,0,0,0,0,0,0,0,0
09068296,0,0,0,0,0,0,0,0
09068293,0,0,0,0,0,0,217,0
09072749,0,0,0,0,0,0,0,0
09072785,66,0,0,0,66,0,88,0
09072983,0,0,0,0,0,0,77,0
09072985,0,0,0,0,0,0,0,0
09068628,0,0,0,0,0,0,0,0
09073509,0,709,0,0,709,0,0,709
09073610,0,0,0,0,0,0,276,0
09073587,0,0,0,0,0,0,120,0
09073648,0,0,0,0,0,0,68,0
09073591,0,0,0,0,26,0,273,0
09073682,0,0,0,0,0,0,42,0
09073703,0,0,0,0,0,0,0,0
09073709,0,0,0,0,14,0,0,14
09073755,0,0,0,0,0,0,4,0
09073775,132,0,0,0,132,0,190,0
09073748,16,842,809,16,1651,0,400,1251
09073881,13,0,0,0,13,0,235,0
09073919,0,0,0,0,0,0,50,0
09074027,0,0,0,0,124,0,223,0
09074022,0,0,0,0,0,0,70,0
09074021,29,0,0,0,29,0,251,0
09074305,0,0,0,0,0,0,68,0
09073656,0,0,0,0,0,0,62,0
09068361,0,0,0,0,0,0,4,0
09073825,86,0,0,0,86,0,299,0
09073855,33,0,0,0,33,0,459,0
09073885,0,0,0,0,0,0,96,0
09073880,0,0,0,0,0,0,81,0
09073863,0,0,0,0,135,0,30,105
09073887,38,0,0,0,64,0,205,0
09073722,0,0,0,0,0,0,81,0
09068124,0,0,0,0,0,0,57,0
09073911,0,0,0,0,0,0,104,0
09073873,0,0,0,0,0,0,30,0
09074008,0,0,0,0,0,0,42,0
09074058,0,0,0,0,0,0,74,0
09074051,0,0,0,0,0,0,120,0
09074078,20,0,0,0,20,0,237,0
09074072,0,0,0,0,0,0,146,0
09074096,0,0,0,0,0,0,83,0
09074093,0,0,0,0,0,0,400,0
09074156,0,0,0,0,0,0,56,0
09074142,0,0,0,0,0,0,0,0
09074243,0,0,0,0,0,0,76,0
09074282,0,0,0,0,0,0,124,0
09074050,0,0,0,0,0,0,0,0
09074353,0,0,0,0,0,0,0,0
09074337,0,0,0,0,17,0,4,13
09074472,72,0,0,0,72,0,366,0
09074179,19,0,0,0,19,0,58,0
09074809,0,0,0,0,0,0,63,0
09074936,117,0,0,0,118,0,323,0
09075374,256,0,0,0,370,0,2,368
09074619,0,0,0,0,0,0,180,0
09075407,0,0,0,0,0,0,87,0
09051395,544,0,0,0,544,0,179,365
09068338,0,0,0,0,0,0,53,0
09068146,0,0,0,0,0,0,89,0
09074373,0,0,0,0,0,0,74,0
09074320,0,0,0,0,0,0,0,0
09074418,0,0,0,0,0,0,0,0
09074411,29,0,0,0,29,0,389,0
09074516,0,0,0,0,0,0,120,0
09074470,0,0,0,0,0,0,0,0
09074644,0,0,0,0,0,0,93,0
09074607,53,0,0,0,135,0,210,0
09068385,19,0,0,0,19,0,188,0
09066395,0,0,0,0,0,0,0,0
09074699,0,0,0,0,0,0,187,0
09074681,0,0,0,0,0,0,184,0
09074677,0,0,0,0,0,0,0,0
09074812,0,0,0,0,0,0,75,0
09074610,0,0,0,0,0,0,0,0
09074784,0,0,0,0,25,0,120,0
09074902,0,0,0,0,0,0,182,0
09075035,0,0,0,0,0,0,79,0
09075025,27,0,0,0,27,-31,56,0
09075061,0,0,0,0,14,0,120,0
09075147,0,0,0,0,0,0,82,0
09075153,0,0,0,0,0,0,74,0
09075284,0,0,0,0,0,0,140,0
09075303,0,0,0,0,0,0,0,0
09075394,0,0,0,0,0,0,3,0
09075387,0,0,0,0,0,0,105,0
09075307,0,0,0,0,0,0,26,0
09075355,0,0,0,0,0,0,212,0
09075310,0,0,0,0,0,0,179,0
09075037,0,0,0,0,0,0,91,0
09075454,0,0,0,0,0,0,0,0
09075446,0,0,0,0,0,0,0,0
09075299,0,0,0,0,0,0,0,0
09075158,0,0,0,0,0,0,152,0
09075498,0,0,0,0,0,0,84,0
09075238,0,0,0,0,3,0,238,0
09029904,0,0,0,0,0,0,120,0
09068608,100,0,0,0,100,-50,50,0
09075182,0,0,0,0,0,0,69,0
09075212,0,0,0,0,0,0,0,0
09075197,0,0,0,0,0,0,126,0
09075220,0,0,0,0,0,0,50,0
09075216,0,0,0,0,0,0,57,0
09075246,0,0,0,0,0,0,27,0
08981998,501,0,0,0,589,0,66,523
09075341,0,0,0,0,0,0,0,0
09075378,0,0,0,0,0,0,75,0
09075331,0,0,0,0,0,0,122,0
09075254,0,0,0,0,0,0,126,0
09075198,0,0,0,0,0,0,145,0
09075526,0,0,0,0,0,0,48,0
09075534,0,0,0,0,0,0,50,0
09075565,0,0,0,0,0,0,79,0
09075574,0,0,0,0,0,0,0,0
09075605,0,0,0,0,0,0,5,0
09075652,0,0,0,0,0,0,0,0
09075613,87,0,0,0,87,0,100,0
09075669,0,0,0,0,0,0,0,0
09075665,0,0,0,0,0,0,57,0
09075736,0,0,0,0,0,0,54,0
09075746,0,0,0,0,0,0,109,0
09075794,0,0,0,0,0,0,120,0
09075732,0,0,0,0,0,0,12,0
09076027,0,0,0,0,0,0,17,0
09075644,0,0,0,0,24,0,179,0
09076243,0,0,0,0,0,0,0,0
09076368,0,0,0,0,0,0,70,0
09076340,0,0,0,0,0,0,91,0
09076370,0,0,0,0,0,0,0,0
09068812,0,0,0,0,0,0,54,0
09075829,0,0,0,0,0,0,209,0
09075935,0,0,0,0,0,0,82,0
09076064,0,0,0,0,0,0,119,0
09076109,0,0,0,0,0,0,67,0
09076127,0,0,0,0,0,0,177,0
09076115,0,0,0,0,0,0,88,0
09076278,132,0,0,0,132,0,123,9
09076415,0,0,0,0,0,0,153,0
09076510,0,0,0,0,0,0,154,0
09076520,0,0,0,0,0,0,47,0
09076514,0,0,0,0,22,0,424,0
09076534,0,0,0,0,0,0,173,0
09076566,0,0,0,0,415,0,119,296
09076631,0,0,0,0,0,0,135,0
09076921,0,0,0,0,0,0,80,0
09076757,0,0,0,0,4,0,125,0
09076752,0,0,0,0,0,0,63,0
09076613,0,0,0,0,0,0,219,0
09076580,20,0,0,0,45,0,192,0
09081975,0,0,0,0,37,0,43,0
08913373,0,0,0,0,0,0,87,0
09029062,0,0,0,0,0,0,134,0
09043822,0,0,0,0,102,0,214,0
09068695,32,0,0,0,32,0,71,0
09068529,0,0,0,0,0,0,0,0
09068540,138,0,0,0,138,0,211,0
09068528,12,59,0,0,71,0,253,0
09076721,0,0,0,0,0,0,0,0
09076744,0,0,0,0,0,0,187,0
09076826,43,0,0,0,43,0,58,0
09076889,0,0,0,0,0,0,64,0
09076908,0,0,0,0,0,0,79,0
09068531,0,0,0,0,0,0,0,0
09076945,0,0,0,0,0,0,0,0
09076942,0,0,0,0,0,0,0,0
09076960,0,0,0,0,0,0,43,0
09076964,0,0,0,0,0,0,75,0
09076972,32,0,0,0,142,0,401,0
09078089,12,0,0,0,12,0,114,0
09078102,0,0,0,0,0,0,247,0
09078120,0,0,0,0,0,0,0,0
09078190,0,0,0,0,0,0,122,0
09078077,0,0,0,0,0,0,62,0
09078054,0,0,0,0,0,0,139,0
09078036,0,0,0,0,0,0,0,0
09078010,0,0,0,0,0,0,108,0
09078191,0,0,0,0,0,0,90,0
09078250,0,0,0,0,0,0,16,0
09078253,0,0,0,0,0,0,0,0
09078263,0,0,0,0,0,0,134,0
09078298,14,0,0,0,14,0,25,0
09078531,769,0,0,0,769,0,210,559
09078899,0,0,0,0,0,0,50,0
09078387,0,0,0,0,0,0,67,0
09078395,0,0,0,0,0,0,35,0
09068661,0,0,0,0,0,0,180,0
09043939,0,0,0,0,15,0,102,0
09068821,0,0,0,0,207,0,107,100
09078445,0,0,0,0,0,0,229,0
09078505,5,0,0,0,5,0,231,0
09078496,0,0,0,0,0,0,147,0
09078490,0,0,0,0,0,0,62,0
09078202,0,0,0,0,0,0,24,0
09078559,0,0,0,0,0,0,223,0
09068151,22,0,0,0,22,0,372,0
09078615,0,0,0,0,0,0,120,0
09078565,0,0,0,0,64,0,0,64
09078570,0,0,0,0,4,0,58,0
09078718,0,0,0,0,0,0,0,0
09078543,0,0,0,0,0,0,76,0
09078739,0,0,0,0,0,0,0,0
09078796,479,0,0,0,479,0,0,479
09078847,0,0,0,0,0,0,117,0
09078873,0,0,0,0,3,-3,0,0
09078916,0,0,0,0,0,0,53,0
09078920,32,0,0,0,32,0,149,0
09078924,0,0,0,0,0,0,0,0
09078931,0,0,0,0,0,0,64,0
09078914,230,0,0,0,230,0,10,220
09078871,0,0,0,0,66,0,134,0
09078870,0,0,0,0,0,0,57,0
09079042,0,0,0,0,0,0,49,0
09078819,0,0,0,0,0,0,62,0
09079067,0,0,0,0,0,0,0,0
09079416,0,0,0,0,0,0,0,0
09079424,70,0,0,0,70,-162,0,0
09079449,0,0,0,0,0,0,99,0
09079418,0,0,0,0,0,0,105,0
09079117,0,0,0,0,0,0,0,0
08983273,0,0,0,0,0,0,0,0
09078760,0,0,0,0,0,0,0,0
09079169,0,0,0,0,0,0,54,0
09079206,0,0,0,0,0,0,182,0
09011421,0,0,0,0,0,0,1,0
09011018,0,0,0,0,0,0,12,0
09079433,16,0,0,0,16,0,90,0
09079453,0,0,0,0,0,0,1,0
09079545,0,0,0,0,0,0,112,0
09079559,0,0,0,0,0,0,0,0
09079305,0,0,0,0,0,0,107,0
09079603,0,0,0,0,0,0,120,0
09079591,0,0,0,0,0,0,0,0
09079661,0,0,0,0,0,0,80,0
09079675,0,0,0,0,0,0,0,0
09079701,0,0,0,0,0,0,98,0
09079684,0,0,0,0,0,0,0,0
09079787,0,0,0,0,0,0,137,0
09079793,67,0,0,0,67,0,31,36
09079857,0,0,0,0,0,0,198,0
09079662,0,0,0,0,3,0,120,0
09079863,3,0,0,0,3,0,171,0
09079896,0,0,0,0,0,0,0,0
09079892,0,0,0,0,694,0,56,638
09079895,0,0,0,0,0,0,0,0
09079905,0,0,0,0,156,0,222,0
09079898,1,0,0,0,69,0,228,0
09079917,0,0,0,0,269,0,120,149
09079924,0,0,0,0,32,0,0,32
09080032,0,0,0,0,0,0,59,0
09080082,53,0,0,0,53,-131,19,0
09080140,200,0,0,0,200,0,67,133
09079936,0,0,0,0,0,0,56,0
09080320,162,0,0,0,162,0,57,105
09011852,0,0,0,0,0,0,157,0
08981490,0,0,0,0,0,0,167,0
09077054,116,0,0,0,116,-82,34,0
09077072,0,0,0,0,0,0,154,0
09077049,0,0,0,0,0,0,93,0
09080254,0,0,0,0,0,0,55,0
09080264,89,0,0,0,89,0,157,0
09011714,0,0,0,0,0,0,210,0
09080356,0,0,0,0,46,0,0,46
09080470,0,0,0,0,0,0,218,0
09080508,0,0,0,0,0,0,65,0
09080577,0,0,0,0,0,0,76,0
09080207,117,0,0,0,117,0,33,84
09080208,0,0,0,0,0,0,141,0
09080555,0,0,0,0,0,0,0,0
09080645,0,0,0,0,0,0,0,0
09080517,0,318,0,0,318,0,177,141
09080707,0,0,0,0,0,0,177,0
09080787,0,0,0,0,0,0,122,0
09080868,0,0,0,0,126,0,186,0
09080861,349,0,0,0,349,0,136,213
09080869,873,0,0,0,873,0,228,645
09080587,200,0,0,0,200,0,225,0
09080916,0,0,0,0,0,0,56,0
09080902,123,0,0,0,123,-123,0,0
09081096,0,0,0,0,4,0,120,0
09080954,0,0,0,0,11,0,0,11
09080976,0,0,0,0,0,0,162,0
09081094,0,0,0,0,0,0,172,0
09077098,16,0,0,0,42,0,120,0
09081141,568,85,0,0,653,0,119,534
09081130,0,0,0,0,0,0,120,0
09081147,0,0,0,0,0,0,54,0
09081087,180,0,0,0,180,0,226,0
09081312,0,0,0,0,59,0,62,0
09081352,0,0,0,0,0,0,0,0
09081356,0,0,0,0,0,0,218,0
09081339,0,0,0,0,0,0,46,0
09081398,0,0,0,0,0,0,102,0
09081342,0,0,0,0,0,0,53,0
09081443,0,0,0,0,0,0,177,0
09081456,0,0,0,0,0,0,72,0
09081446,0,0,0,0,0,0,263,0
09081545,0,0,0,0,0,0,94,0
09081568,0,0,0,0,0,0,59,0
09081837,0,0,0,0,0,0,73,0
09081917,0,0,0,0,0,0,0,0
09081881,0,0,0,0,0,0,67,0
09081857,29,0,0,0,29,0,194,0
09000330,0,0,0,0,613,0,352,261
09081553,0,0,0,0,0,0,0,0
09081613,7,0,0,0,7,0,123,0
09081678,0,0,0,0,0,0,29,0
09081684,110,0,0,0,110,0,172,0
09081699,271,0,0,0,271,0,70,201
09081681,0,0,0,0,0,0,50,0
09081637,0,0,0,0,0,0,116,0
09081604,0,0,0,0,0,0,33,0
09077123,184,0,0,0,184,0,119,65
09077104,0,0,0,0,0,0,39,0
09081920,0,0,0,0,33,0,100,0
09081930,0,0,0,0,0,0,60,0
09082047,0,0,0,0,0,0,179,0
09082040,0,0,0,0,0,0,195,0
09082038,425,0,0,0,425,0,124,301
09082109,3,0,0,0,3,0,88,0
09082134,0,0,0,0,12,0,120,0
09081700,0,0,0,0,0,0,74,0
09082127,0,0,0,0,0,0,66,0
09082049,0,0,0,0,21,0,151,0
09082006,4,0,0,0,4,0,211,0
09082349,0,0,0,0,310,0,194,116
09082396,41,0,0,0,41,0,245,0
09082430,0,0,0,0,36,0,195,0
09082444,0,0,0,0,0,0,49,0
09082305,0,0,0,0,0,0,0,0
09082234,0,0,0,0,0,0,184,0
09082256,0,0,0,0,56,0,1,55
08983383,265,0,0,0,265,0,103,162
09077111,0,0,0,0,0,0,120,0
09081862,0,0,0,0,0,0,0,0
09082378,0,0,0,0,0,0,106,0
09029674,0,0,0,0,0,0,40,0
09082499,0,0,0,0,0,0,149,0
09082187,0,0,0,0,17,0,92,0
09082587,78,0,0,0,78,0,348,0
09082585,0,0,0,0,0,0,95,0
09082665,0,0,0,0,0,0,91,0
09081931,0,0,0,0,0,0,0,0
09082671,0,0,0,0,0,0,119,0
09082735,0,0,0,0,0,0,34,0
09082746,0,0,0,0,122,0,188,0
09082830,0,0,0,0,0,0,52,0
09082876,0,0,0,0,0,0,120,0
09082821,0,0,0,0,39,0,135,0
09083004,0,0,0,0,0,0,59,0
09082997,0,0,0,0,0,0,62,0
09083259,0,0,0,0,0,0,13,0
09083367,0,0,0,0,71,-71,0,0
09083547,0,0,0,0,17,0,57,0
09084787,292,0,0,0,292,0,782,0
09082967,0,0,0,0,0,0,92,0
09083032,0,0,0,0,0,0,22,0
09083128,0,0,0,0,0,0,100,0
09083123,0,0,0,0,39,0,169,0
09083187,0,0,0,0,0,0,0,0
09083057,0,0,0,0,0,0,142,0
09083268,7,0,0,0,25,0,26,0
09083047,0,0,0,0,0,0,77,0
09083343,0,0,0,0,0,0,6,0
09083297,0,0,0,0,0,0,110,0
09083396,0,0,0,0,86,0,120,0
09083388,0,0,0,0,0,0,93,0
09083422,516,0,0,0,516,0,413,103
09083541,0,0,0,0,0,0,166,0
09083591,0,0,0,0,0,0,0,0
09083447,0,0,0,0,0,0,137,0
09083641,0,0,0,0,0,0,105,0
09083623,0,0,0,0,61,0,120,0
09083680,0,0,0,0,0,0,138,0
09083706,0,0,0,0,0,0,75,0
09083781,0,0,0,0,0,0,502,0
09083798,0,0,0,0,0,0,33,0
09083874,0,0,0,0,0,0,84,0
09084043,0,0,0,0,0,0,0,0
09110738,0,0,0,0,0,0,76,0
09083871,0,0,0,0,0,0,140,0
09082910,0,0,0,0,0,0,54,0
09029971,0,0,0,0,0,0,94,0
09077213,0,0,0,0,0,0,0,0
09083963,0,0,0,0,0,0,109,0
08875553,347,0,0,0,347,0,120,227
09083962,0,0,0,0,75,0,241,0
09083980,0,0,0,0,0,0,0,0
09084000,0,0,0,0,0,0,109,0
09083966,61,0,0,0,61,0,289,0
09084019,0,0,0,0,0,0,53,0
09084097,88,0,0,0,88,0,151,0
09084108,0,0,0,0,293,0,166,127
09084121,0,0,0,0,0,0,120,0
09084122,51,0,0,0,73,0,175,0
09084183,0,0,0,0,55,0,0,55
09077207,0,0,0,0,0,0,158,0
09084315,0,0,0,0,0,0,280,0
09084308,0,0,0,0,0,0,124,0
09084151,0,0,0,0,0,0,105,0
09084457,9,0,0,0,9,0,126,0
09084311,0,0,0,0,0,0,31,0
09084527,0,0,0,0,0,0,232,0
09084307,0,0,0,0,0,0,0,0
09084615,0,0,0,0,0,0,31,0
09084644,0,0,0,0,0,0,0,0
09084669,0,0,0,0,0,0,188,0
09084621,0,0,0,0,0,0,0,0
09084687,0,0,0,0,0,0,85,0
09084802,0,0,0,0,0,0,0,0
09084750,0,0,0,0,0,0,146,0
