application_number,inventor_name_first,inventor_name_middle,inventor_name_last,inventor_rank,inventor_city_name,inventor_region_code,inventor_country_code
11575873,Constantine,X.,POULOS,2,Toronto,,CA
11575942,Zoser,B.,Salama,1,Berlin,,DE
11573521,Brian,Leslie,Smalley,1,Bristol,,GB
11572386,Jurgen,,Frevert,1,Berlin,,DE
11572386,Thomas,,Stibora,2,Michendorf,,DE
11575409,Hans,,LICHTENSTEIN,1,Reinheim,,DE
11575708,Andreas,,BERGMANN,1,Berlin,,DE
11576026,Shantanu,,DE,1,New Delhi,,IN
11576026,Vinayak,,TRIPATHI,2,Lucknow,,IN
11576026,Swargam,,SATHYANARAYANA,3,Karim Nager,,IN
11576026,Yatendra,,KUMAR,4,Gurgaon,,IN
11571149,Maolin,,Wei,1,Shanghai,,CN
11571149,Qingheng,,Wang,2,Shanghai,,CN
11571149,Gang,,Jin,3,Shanghai,,CN
11571149,Lei,,Ma,4,Shanghai,,CN
11571149,Zhaohui,,Dong,5,Shanghai,,CN
11576490,Isamu,,YOSHII,1,KANAGAWA,,JP
11576490,Akihiko,,NISHIO,2,KANAGAWA,,JP
11576490,Atsushi,,MATSUMOTO,3,ISHIKAWA,,JP
11576490,Jun,,CHENG,4,Kyoto,,JP
11576490,Kenichi,,MIYOSHI,5,KANAGAWA,,JP
11573470,Mark,,Shuster,1,Houston,TX,US
11573470,Malcolm,,Gray,2,Houston,TX,US
11573470,Grigory,,Greenberg,3,Toledo,OH,US
11573470,Scott,,Costa,4,Houston,TX,US
11573470,Russell,,Wasson,5,Houston,TX,US
11573470,David,,Brisco,6,Ducan,OK,US
11573470,Brock,,Watson,7,Carrollton,TX,US
11574542,Perry,Philip,Eckert,1,Mt. Eliza,,AU
11576772,Kazunari,,HASHIMOTO,1,Ishikawa,,JP
11576772,Keiji,,TAKAKUSAKI,2,,,
11576755,Joachim,,Henssler,1,Ravensburg,,DE
11576755,Daniel,,Kotzmaier,2,Bruck/Murr,,AT
11576755,Robert,,Kling,3,Wien,,AT
11576519,Lothar,,PATBERG,1,Aachen,,DE
11576519,Mario,,SCHMIDT,2,Moers,,DE
11576519,Nicolaus,,DIRSCHERL,3,Recklinghausen,,DE
11576519,Andreas,,KLEIN,4,Altenbeken,,DE
11576519,Marlene,,HAPPEL,5,Dusseldorf,,DE
11576519,Christoph,,ARNTZ,6,Oberhausen,,DE
11576527,Tony,,VAN ENDERT,1,Eindhoven,,NL
11576528,Thomas,,BÂ¿low,1,Aachen,,DE
11576528,Cristian,,LORENZ,2,Aachen,,DE
11576528,Babak,,MOVASSAGHI,3,Aachen,,DE
11576528,Volker,,RASCHE,4,Aachen,,DE
11576785,Rudi,E.,Moerck,1,,,
11577124,Henning,,Kjaer,1,,,
11577133,Truc,,TRAN-NGOC,1,,,
11575934,Christoph,,Rickert,1,Reinach,,CH
11575934,Jurgen,,Kress,2,Basel,,CH
11575934,Michel,,Probst,3,Dietwiller,,FR
11575934,Severine,,Michon,4,Basel,,CH
11576821,Jason,,ACKER,1,,,
11577135,CHENARD,L.,Bertrand,1,Waterford,CT,US
11577260,Ziya,Ramizovich,Karichev,1,Moscow,,RU
11577260,Dmitry,Alexandrovich,Blatov,2,Moscow,,RU
11577260,Aleksandr,Isaakovich,Yuzefovsky,3,Tumhout,,BE
11577260,Boris,Alexandrovich,Sokolov,4,Moscow,,RU
11577260,Sergei,Andreevich,Khudyakov,5,Moskovskaya obl.,,RU
11577260,Vyacheslav,Alexeevich,Nikitin,6,Moskovskaya obl.,,RU
11577260,Nikolay,Ivanovich,Zelenschikov,7,Moskovskaya obl.,,RU
11576991,Torsten,,Haferlach,1,,,
11577337,Christopher,,Challice,1,,,
11577261,Keith,M.,Rosiello,1,Shrewsbury,MA,US
11577465,Evgeny,,KAPINUS,1,Kiev,,UA
11577465,Marion,,MIER,2,Ein Hod,,IL
11577564,Remco,Cornelis,Willemse,1,Weert,,NL
11576357,Patrick,,CLEMENSEN,1,Douglasville,GA,US
11577318,Donald,R.,Gauthier,1,Westfield,NJ,US
11577319,Richard,,Desmond,1,Lebanon,NJ,US
11577319,Paul,N.,Devine,2,Tinton Falls,NJ,US
11577319,Clas,,Sonesson,3,Billdal,,SE
11577319,Donald,R.,Gauthier,4,Westfield,NJ,US
11577358,Peter,,LENOIR,1,Eindhoven,,NL
11574576,Jay,M.,SHORT,1,,,
11577659,Yukako,,TAKA,1,"Hachioji-shi, Tokyo",,JP
11577659,Keiji,,OHBAYASHI,2,"Hachioji-shi, Tokyo",,JP
11577659,Toshihiko,,IWASAKI,3,"Hino-shi, Tokyo",,JP
11577522,Robin,,Jewsbury,1,"Chalfont St Giles, Bucks",,GB
11577522,Richard,,Hyndman,2,London,,GB
11577522,David,,Mannl,3,London,,GB
11577522,Anthony,,Alexander,4,London,,GB
11577771,Paul,,Bennett,1,,,
11577382,ERWIN,R.,MEINDERS,1,Eindhoven,,NL
11577382,ROLF,A.,LOCH,2,Eindhoven,,NL
11577811,Damian,,Harty,1,Balsall Common,,GB
11577812,Enno,,Meyer,1,,,
11577688,Abbas,,Razavi,1,,,
11577785,Giampiero,,DE CESARE,1,Roma,,IT
11577785,Fabrizio,,PALMA,2,Roma,,IT
11577880,Sonoi,,OHO,1,Setagaya-ku,,JP
11577379,DANIEL,W.E.,SCHOBBEN,1,Eindhoven,,NL
11577379,OKKE,,OUWELTJES,2,Eindhoven,,NL
11578382,James,E.,Fay,1,,,
11577703,Nicolaas,Johannes Anthonius,VAN VEEN,1,GELDROP,,NL
11578137,Takeshi,,Hoya,1,,,
11577712,Jean-Philippe,,JACQUEMIN,1,CROLLES,,FR
11578351,Masaki,,Tsujimoto,1,TOKYO,,JP
11577932,Margaret K.,,Hostetter,1,Milford,CT,US
11578679,Seyed,,Tabatabaian,1,BERKSHIRE,,GB
11577911,Andrew,John,Blacker,1,West Yorkshire,,GB
11574445,Takao,,Yokoshima,1,,,
11574339,Neville,Walter,WILLIAMS,1,Murrumba Downs,,AU
11574339,Brian,Victor,STOCKWELL,2,Geebung,,AU
11574283,Yasukuni,,Nishimoto,1,,,
11578742,Peter,,Kotlarov,1,,,
11578767,Marcella,M.,Pesenti,1,,,
11574430,Joseph,,Langlais,1,,,
11578800,Peter,,Mattes,1,MAHLSTETTEN,,DE
11578542,Robert,,Davidson,1,,,
11578690,Gregg,H,Larson,1,SUMMIT,NJ,US
11572765,Wolfgang,,SUTTNER,1,Bielefeld,,DE
11578872,Charles,Q.,Meng,1,Alpharetta,GA,US
11573950,Jingwei,,TAN,1,Shanghai,,CN
11573950,Jun,,SHI,2,Shanghai,,CN
11573950,Liang,,GAN,3,Shanghai,,CN
11579014,Alexander,,Stiller,1,Garbsen,,DE
11578896,Johannes,Petrus Antonius,Framback,1,Eindhoven,,NL
11578927,Yuka,,Nishihara,1,,,
11579121,Stephen,Leone,Ganado,1,,,
11579201,Gary,L.,Hopkins,1,,,
11578897,Jose,D. J.,PINEDA DE GYVEZ,1,Eindhoven,,NL
11578897,Francesco,,PESSOLANO,2,Eindhoven,,NL
11578897,Kiran,B. R.,RAO,3,Eindhoven,,NL
11578897,Rinze,I. M. P.,MEIJER,4,Eindhoven,,NL
11578897,Josep,,RIUS VAZQUEZ,5,Eindhoven,,NL
11578539,Svetlana,Alexandra,Bratslavsky,1,ELGIN,IL,US
11578384,Olivier,,Pleskoff,1,BOULOGNE,,FR
11574347,Suresh,,Joseph,1,Vasai,,IN
11573568,Fang,,LIU,1,Shanghai,,CN
11573568,Jiawen,,TU,2,Shanghai,,CN
11579577,Christophe,,Genevois,1,Saint Bres,,FR
11575966,Cathrine,Rein,Carlson,1,Oslo,,NO
11575966,Kjetil,,Tasken,2,Rykkinn,,NO
11575966,John,,Scott,3,Portland,OR,US
11579472,Godfrey,F.W.,Ting,1,AA Eindhoven,,NL
11579648,Marisela,,Rojas Arriaga,1,,,
11579576,Graham,C.,Wiggins,1,Swampscott,MA,US
11578097,Minehiro,,Tonosaki,1,,,
11579091,Stefan,,Breunig,1,Villette De Vienne,,FR
11578706,Thomas,E.,Morris,1,Duluth,GA,US
11579650,Marisela,,Rojas Arriaga,1,,,
11579830,Eliane,,Ubalijoro,1,,,
11579200,Tanja,,Ganzmann,1,SANDWICH,,GB
11577585,Orhun,K.,Muratoglu,1,Cambridge,MA,US
11577585,Stephen,H.,Spiegelberg,2,Winchester,MA,US
11577585,Jeffrey,W.,Ruberti,3,Lexington,MA,US
11577585,Niels,A.,Abt,4,Winterthur,,CH
11577875,Takeshi,,KURIHARA,1,Kanagawa,,JP
11577875,Makoto,,SASAKI,2,Kanagawa,,JP
11577875,Kouchiro,,SHIRAISHI,3,Kanagawa,,JP
11578194,Jules,,Fischer,1,Oberwil-Lieli,,CH
11578451,Bernhard,,Gellrich,1,AALEN,,DE
11577706,Eugen,,ROEHRLE,1,NAGOLD/EMMINGEN(BW),,DE
11577706,Stefan,,MAJONI,2,WEIL IM SCHOENBUC,,DE
11576774,Kazuko,,Hirabayashi,1,Kyoto,,JP
11576774,Haruna,,Naito,2,Kyoto,,JP
11576701,Simon,,Blanchard,1,,,
11577079,Norman,,Chow,1,Vancouver,BC,CA
11576147,Mark,,Meyerhofer,1,La Canada,CA,US
11576793,Gerard,Edmond,Kaas,1,Verneull sur Seine,,FR
11587111,Hiroshi,,Fujishima,1,Nara-shi,,JP
11576778,LOOFT,,Jan,1,Holzminden,,DE
11587082,Lars,Lehmann Hylling,Christensen,1,Allerod,,DK
11587082,Stina,Thulesen,Lyngstrand,2,Roskilde,,DK
11587082,Christine,,Rasmussen,3,Charlottenlund,,DK
11587082,Steffen,,Danielsen,4,Copenhagen,,DK
11585990,Brandon,A.,Barnes,1,Ft. Worth,TX,US
11585990,Michael,,deJong,2,Colleyville,TX,US
11585990,Thomas,A.,Church,3,Ft. Worth,TX,US
11585990,Markus,A.,Giebel,4,Plauegg,,DE
11585990,Sean,M.,Kerr,5,Keller,TX,US
11587296,Siu,Pui,Sum,1,Xiangze Dong,,CN
11587242,Ran,,Ilany,1,Tel Aviv,,IL
11587025,Kathrin,,Redlin,1,Berlin,,DE
11579802,Stephane,,Gouttebroze,1,Givors,,FR
11579802,Yves,,Leclercq,2,L'Etang-La-Ville,,FR
11587613,Mikael,,Silfvenius,1,EkenÂ¿s,,FI
11587614,Mikael,,SILFVENIUS,1,Ekenas,,FI
11587604,Piotr,,Bobrowicz,1,White River Junction,VT,US
11587018,Erik,M.,Jorgensen,1,,,
11576898,Terri,,Boehm,1,,,
11576484,Jean-Marc,,Guillaume,1,Paris,,FR
11576484,Sandrine,,Perez,2,Alfortville,,FR
11575915,Hiroyuki,,SASAKI,1,Shizuoka,,JP
11587440,Nagesh,R.,Palepu,1,Mill Creek,WA,US
11587083,Savino,,Bove,1,Montebelluna,,IT
11596024,Linda,Patricia,Loyall,1,Mannheim,,DE
11576691,Udo,,Simon,1,Numberg,,DE
11576691,Hans,,Layer,2,Ulm,,DE
11587127,Shuhei,,Miyazawa,1,,,
11596120,Simon,,Mauch,1,Hamburg,,DE
11587933,Michael,,Bendkowski,1,Kfar Saba,,IL
11576256,Hongjiang,,SUN,1,Poughquag,NY,US
11576256,Kaman,,LAU,2,Poughkespei,NY,US
11576256,Peggie,,McDONALD,3,Wappingers Falls,NY,US
11576256,Nancy,E.,BELL,4,Fishkill,NY,US
11576256,Tayel,,NESHEIWAT,5,Fishkill,NY,US
11596245,Nigel,,Dunn-Coleman,1,Los Gatos,CA,US
11576683,Matthias,,REIK,1,,,
11596338,Edouard,,Massart,1,Thaou-Les-Vorges,,FR
11596225,James,A.,Retter,1,Frankfurt,,DE
11587671,Ursula,,GRAF-HAUSNER,1,Winterthur,,CH
11596445,Nigel,,Moorcroft,1,Hertfordshire,,GB
11576255,Hubert,,ZHANG,1,CAMPBELL,CA,US
11576255,Stuart,,KERRY,2,MORGAN HILL,CA,US
11576255,Todd,,ANTES,3,San Jose,CA,US
11596480,Eliyahu,,Gabai,1,Rehovot,,IL
11576674,Matthias,,REIK,1,,,
11587971,Akimitsu,,HAIJIMA,1,Kanagawa,,JP
11596550,Enrique,,Alvarez,1,Clinton,CT,US
11596498,Birgitte,,Andersen,1,Malov,,DK
11596659,Gideon,,Lack,1,London,,GB
11579874,Steven,Mark,DUNN,1,Abingdon,,GB
11596838,Anthony,David,Pollasky,1,Rochester,ME,US
11587229,Jan,,Augustynski,1,,,
11596914,Ulla,,Ribel,1,Virum,,DK
11596396,Enrique,,ALVAREZ,1,Clinton,CT,US
11596396,William,,HAHNE,2,Madison,CT,US
11596396,Timothy,K.,MACLACHLAN,3,Cheshire,CT,US
11596396,Bisni,,NARAYANAN,4,New Haven,CT,US
11596268,Hendrik,Jacobus,Viljoen,1,Lincoln,NE,US
11587598,Stefan,,Golz,1,Essen,,DE
11587246,Futoshi,,Matsuyama,1,Kyoto,,JP
11576535,Viktor,V.,STANOVSKOY,1,,,
11579285,Michael,A.,Wells,1,,,
11578495,Vitaly,Nikolaevich,Kusnetsov,1,,,
11576101,Taira,,MAEKAWA,1,Kyoto-shi,,JP
11576101,Takeshi,,YUASA,2,Kyoto-shi,,JP
11576101,Shinya,,KIMURA,3,Kyoto-shi,,JP
11576101,Masaki,,NOGAWA,4,Kyoto-shi,,JP
11595014,James,,Plante,1,Del Mar,CA,US
11595014,Ramesh,,Kasavaraju,2,San Diego,CA,US
11597118,Andrzej,,Ziolkowski,1,Singapore,,SG
11574874,Jean-Michel,,Rastel,1,Limay,,FR
11576291,Tetsuya,,Kawakami,1,,,
11576446,Steven,G.,Goldstein,1,Marina del Ray,CA,US
11597204,Takashi,,Arai,1,,,
11597148,Richard,T.,Coffey,1,Pompano Beach,FL,US
11576281,Jean-Alain,,Colombier,1,Saint Jean,,FR
11597483,Wei,,Zhang,1,Union City,CA,US
11596282,Jonathan,Michael,Boulter,1,,,
11597525,Kyung-Nam,,Jang,1,,,
11596818,John,R.,Hacker,1,Edina,MN,US
11597581,ALEXANDR,FEDOROVICH,NIKULIN,1,KIEV,,UA
11576173,Dragan,,PETROVIC,1,DARMSTADT,,DE
11576173,Joachim,,LOHR,2,DARMSTADT,,DE
11576173,Eiko,,SEIDEL,3,DARMSTADT,,DE
11576173,Akito,,FUKUI,4,Yokohama-shi,,JP
11597544,Rudolf,,Zechner,1,,,
11597545,Franck,,Bimbard,1,VILLEBON,,FR
11597084,Yoshihide,,HAYASHIZAKI,1,Ibaraki,,JP
11576128,Lester,F.,Lau,1,Chicago,IL,US
11597650,Roger,,Braun,1,6130 WILLISAU LUC SWITZERLAND,,CH
11597603,John,H.,Griffin,1,,,
11597797,Michael,,Drage,1,,,
11597779,David,,Falck,1,14 West Park Road Bristol Avon BS16 5SCO,,GB
11597279,Roghieh,,Saffie,1,Worcestershire,,GB
11576037,Wenxi,,Huang,1,Fremont,CA,US
11575726,CORNELIS,H.,VAN BERKEL,1,HEEZE,,NL
11575726,BALAKRISHNAN,,SRINIVASAN,2,BANGALORE,,IN
11575340,Steve,,QUINCEY,1,Cheshire,,GB
11597827,Wolfgang,,Henke,1,Berlin,,DE
11575691,John,,WEI,1,Brossard,QC,CA
11575691,Claire,,MILBURN,2,Thousand Oaks,CA,US
11575691,Helene,,DESFOSSES,3,St. Laurent,QC,CA
11575691,Daniel,,PAGE,4,Laval,QC,CA
11575691,Sanjay,,SRIVASTAVA,5,Pierrefonds,QC,CA
11575691,Christopher,,WALPOLE,6,Hudson,QC,CA
11575691,Hua,,YANG,7,Montreal,QC,CA
11597747,Ajit,,Thakur,1,Eagleville,PA,US
11597929,Cheng,Q.,Song,1,GeenBrook New Jersey,NJ,US
11617806,Amol,Ashok,Inamdar,1,,,
11597936,Cheng,Q.,Song,1,,,
11613821,Joe,D.,Sauer,1,,,
11597079,Deepa,,Hirani,1,London,,GB
11597926,Roald,,Pedersen,1,Gjovik,,NO
11613793,Charles,M.,Schmeichel,1,Jamestown,ND,US
11628078,Nouhiko,,Ozaki,1,,,
11596992,Julian,Martin,Keable,1,,,
11597736,Sang,Yeol,Lee,1,Gyeongsangnam-do,,KR
11597736,Jeong,Chan,Moon,2,Gyeongsangnam-do,,KR
11597736,Jin,Ho,Park,3,Gyeongsangnam-do,,KR
11597736,Sun,Young,Kim,4,Gyeongsangnam-do,,KR
11597736,Young,Mi,Lee,5,Gyeongsangnam-do,,KR
11597736,Ho,Hee,Jang,6,Gyeongsangnam-do,,KR
11597736,Jung,Ro,Lee,7,Gyeongsangnam-do,,KR
11597736,Soo,Kwon,Park,8,Gyeongsangnam-do,,KR
11597736,Seoung,Sik,Lee,9,Gyeongsangnam-do,,KR
11597736,Kyun,Oh,Lee,10,Gyeongsangnam-do,,KR
11596960,John,Stephen,Williams,1,The Oakalls,,GB
11596960,John,Howard,Alderson,2,Bourne,,GB
11628337,Genadi,,Velev,1,Darmstadt,,DE
11628259,Stephan,,Schann,1,Geispolsheim,,FR
11628444,Kunihiro,,Seki,1,,,
11628541,Jean-Claude,,Thienard,1,Gisors,,FR
11597442,Anton,,Bittner,1,,,
11628583,Appolonius,Jacobus,van der Wiel,1,Tervuren,,BE
11628585,Siegfried,,Buttner,1,Erfurt,,DE
11628442,Helen,,Hailes,1,LONDON WC1H OAJ,,GB
11628666,Hideo,,Ogiwara,1,Tokyo,,JP
11628675,Marius,A.,Paul,1,Fullerston,,CA
11597263,Jonathan,Michael,Boulter,1,,,
11628836,Alexander,M.,SHENIDER,1,Stoughton,MA,US
11628836,Michael,,SHERMAN,2,Newton,MA,US
11596904,John,Haig,Marsh,1,,,
11629103,Paola,,Ammannati,1,,,
11629081,Michael,Alan John,Feast,1,,,
11596449,Roland,,Stahl,1,,,
11628180,Colin,Peter,Smith,1,Handcross,,GB
11629318,Masahiro,,Hasegawa,1,Osaka,,JP
11628144,Jack,,Thiesen,1,Easley,SC,US
11629310,Doron,,Kwiat,1,,,
11596364,Isabelle,,Pelisson,1,Ballauris,,FR
11596683,Donald,J.,Brown,1,,,
11629480,Manuel,,Buck,1,Gebenstorf,,CH
11596357,Isabelle,,Pelisson,1,Vallauris,,FR
11628418,Joel,S,Hayflick,1,Seattle,WA,US
11628698,Pedro,M.,Tosetti,1,Richmond,,CA
11587113,Martijn,Klaas,Van Der Lee,1,Oss,,NL
11629162,,,Mizutani,1,,,
11596897,Anastasia,G.,Daifotis,1,Rahway,NJ,US
11629212,Stefan,,Lohmer,1,MILANO,,IT
11629425,John,,Misselbrook,1,Southhampton,,GB
11630117,Hanspeter,,Mettler,1,Visp,,CH
11628594,Nicolas,,Fischer,1,GENEVA,,CH
11596161,Gerald,W.,Zamponi,1,,,
11630245,Michiru,,Yokobori,1,,,
11597021,Anthony,David,POLLASKY,1,Rochester,MN,US
11630483,Siddiqui,Mohammed,Jaweed Mukarram,1,Marashtra,,IN
11579803,Pascal,,Bourrier,1,Paris,,FR
11630425,Susana,Basolas,Tena,1,,,
11587623,George,D.,Maynard,1,Clinton,CT,US
11596035,James,N.,Leonard,1,,,
11630307,Colin,,Pay,1,Scone,,AU
11630554,Fredrik,,Nilsson,1,,,
11597500,Bertrand,Tankouo,Sandjong,1,"26, Stiege 2, Appartment 545, A-100 Wein",,AT
11630860,Itoko,,Higuchi,1,,,
11587027,Hideyuki,,Majima,1,,,
11579340,Carsten,,Blettner,1,,,
11631054,Derek,Douglas,Dickinson,1,Sanford,FL,US
11630649,Eyal,M.,Aharon,1,Givat Ram Campus,,IL
11630542,Ralf,,Lesche,1,Berlin,,DE
11630542,Anne,,Fassbender,2,Berlin,,DE
11630542,Klaus,,Juenemann,3,Muenchen,,DE
11630542,John,,Foekens,4,Rotterdam,,NL
11630542,John,,Martens,5,Rotterdam,,NL
11630542,Sabine,,Maier,6,Brussels,,BE
11630542,Inko,,Nimmrich,7,Berlin,,DE
11630542,Thomas,,Koenig,8,Berlin,,DE
11630542,Shan,,Wang-Gohrke,9,Neu-Ulm,,DE
11630736,Thomas,,Engel,1,,,
11630948,Carl,Lance,Morley,1,,,
11631039,Manfred,,Hellmann,1,,,
11630176,Alessandro,,Moretta,1,Genoa,,IT
11630176,Mariella,,Della Chiesa,2,Genoa,,IT
11630176,Pascale,,Andre,3,Marseille,,FR
11630176,Laurent,,Gauthier,4,Marseille,,FR
11630176,Francois,,Romagne,5,La Ciotat,,FR
11630176,Peter,Andreas,Wagtmann,6,Rungsted Kyst,,DK
11630176,Ivan,,Svendsen,7,Smorum,,DK
11630176,Stefan,,Zahn,8,Ballerup,,DK
11630176,Anders,,Svensson,9,Malmo,,SE
11630176,Matthias,,Thorolfsson,10,Charlottenlund,,DK
11630176,Soren,Berg,Padkaer,11,Vaerlose,,DK
11630176,Kristian,,Kjaergaard,12,Ballerup,,DK
11630176,Pieter,,Spee,13,Allerod,,DK
11631573,Peter,Vincent,Kelly,1,,,
11629040,Shana,O.,Kelley,1,Boston,MA,US
11631386,Manfred,,Meissner,1,,,
11579962,Osman,N.,Ozes,1,San Bruno,CA,US
11629833,Richard,P.,GILL,1,Essex,CT,US
11579984,Thomas,R.,Bailey,1,,,
11631759,Ian,,Walters,1,,,
11628096,Ruowen,,Ge,1,Singapore,,SG
11629834,,,Anderson,1,,,
11631522,Daniel,,Mink,1,,,
11579385,Sergio,Antonio Villela,Pedras,1,,,
11631857,Eiji,,Hoshinaka,1,Saitama,,JP
11581737,Rey,Zabat,Mendoza,1,Centreville,VA,US
11581737,Wilhelmina,Navarro,Mendoza,2,Centreville,VA,US
11579590,Douwe,,De Jong,1,Naarden,,NL
11579858,Heike,,Dornenburg,1,,,
11631907,David,A.,Zornes,1,Sammamsih,WA,US
11579636,Rui-Guang,,Zhen,1,Chapel Hill,NC,US
11631929,Toshimitsu,,Morise,1,"Sakai-shi, Fukui",,JP
11631558,Josef,,Leber,1,,,
11632189,Robin,L,Dickson,1,White Rock,BC,CA
11579649,Marisela,,Rojas Arriaga,1,,,
11631764,Donna,L.,Montgomery,1,,,
11631932,Santiago,Rull,Prous,1,Barcelona,,ES
11631459,Michael,David,Lawton,1,,,
11632197,Rainer,,Glaschick,1,Paderborn,,DE
11632197,Andreas,,PÂ¿hler,2,DelbrÂ¿ck,,DE
11632139,Santiago,Rull,Prous,1,Barcelona,,ES
11631917,Samuel,J,Danishefsky,1,Englewood,NJ,US
11579471,Gregor,August,Jenzer,1,,,
11578766,Marcella,M.,Pesenti,1,San Felice,,IT
11632611,Tingyu,,Li,1,Mississippi State,MS,US
11632361,Xiaoning,,Wang,1,Singapore,,SG
11631676,Rika,,Goto,1,Ibaraki,,JP
11632321,Wolfgang,,Hauer,1,GÂ¿ppingen,,DE
11632323,Harald,,Tammen,1,Hannover,,DE
11632323,Peter,,Schulz-knappe,2,Hannover,,DE
11632323,Norbert,,Lamping,3,Hannover,,DE
11632323,Hans-Dieter,,Zucht,4,Hannover,,DE
11632323,Rudiger,,Hess,5,Hannover,,DE
11632323,Markus,,Kellmann,6,Harpstedt,,DE
11632323,Christoph,,Menzel,7,Besselstrasse,,DE
11632323,Imke,,Schulte,8,Hannover,,DE
11632576,Samuel,Tsui Wai,Keung,1,Baoan Shenzhen CN,,CN
11632618,Peter,,Lea,1,,,
11632465,James,,Whelan,1,Madison,CT,US
11632465,Clark,,Pan,2,Castro Valley,CA,US
11632677,Marc,E.,Key,1,Ojal,CA,US
11631792,Yasuhiko,,Iwabata,1,,,
11579629,Teresa,,Stanek Rea,1,,,
11636552,Rolando,,Rivero,1,Jacksonville,FL,US
11632640,,,Schaafsma,1,,,
11639170,Kazuo,,Okada,1,Tokyo,,JP
11648257,Anjana,,Agarwal,1,Wheaton,IL,US
11648257,Craig,R.,Lothridge,2,Naperville,IL,US
11648257,Maridi,Raju,Makaraju,3,Bolingbrook,IL,US
11648257,Jacob,J.,Neulistridge,4,West Chicago,IL,US
11648257,Xin,,Tao,5,New York,NY,US
11632813,Jean-Jacques,,MISCHLER,1,Cierrey,,FR
11632813,Jean-Pierre,,RADENNE,2,Paris,,FR
11632813,StÂ¿phane,,BARLERIN,3,Fatines,,FR
11631521,Jacob,,Foldager,1,,,
11632303,Werner,,Andrejewski,1,,,
11632747,Paul,D.,Coleman,1,Pittsford,NY,US
11632203,Zmaj,,Petrovic,1,,,
11632081,Samuel,,Danishefsky,1,Englewood,NJ,US
11632805,Campanale,,Fabrizio,1,,,
11631815,Denis,,Huguenin,1,,,
11658221,Ronald,Allan,Greenberg,1,,,
11658372,Klaus,,Wagner,1,,,
11658301,Mark,,Baijens,1,Morfelden-Walldorf,,DE
11658219,Peter,,Gluckman,1,"Remuera, Auckland",,NZ
11658205,Peter,,Bhagat,1,,,
11632635,Terry,M.,Turpin,1,Columbia,MD,US
11658566,Christohopher,J,Flaherty,1,Topsfield,MA,US
11658222,Andrea,,Scenini,1,,,
11632742,Alexander,,SCHIDAN,1,Solingen,,DE
11632742,Michael,,MOSEBACH,2,Sprockhoevel,,DE
11632742,Hans-Helmut,,MIEGLITZ,3,Monheim,,DE
11631265,Masaaki,,Matsuoka,1,,,
11658631,Takahisa,,Kusuura,1,Tokyo,,JP
11658660,Kurt,,Lovas,1,Bohmfeld,,DE
11631734,Robert,Marcel,Boogert,1,JG Borne,,NL
11630632,Jeff,,Bradshaw,1,,,
11658679,Stuart,,Browning,1,West Yorkshire,,GB
11658443,Jame,Alun,David,1,Cambridgeshire,,GB
11658118,Udo,,Scharf,1,,,
11631761,Helle,Birk,Olsen,1,Allerod,,DK
11658733,Niklas,Kari Erik,Kaarla,1,,,
11631018,Takanobu,,Higuchi,1,Saitama,,JP
11658928,Ernst,,Hupkes,1,,,
11631577,Luis,,Viegas,1,,,
11658723,Ludovic,,Clement,1,,,
11658814,Joachim,,Charzinski,1,MÂ¿nchen,,DE
11658814,Michael,,Menth,2,Oellingen,,DE
11658551,Klaus,,Wagner,1,Carmel,IN,US
11658926,Michael,,Kurrle,1,Kirchheim,,DE
11631079,Hideki,,Nagashima,1,,,
11658872,Akira,,Hasegawa,1,,,
11658080,Heinz,,Von Der Kammer,1,Hamburg,,DE
11658080,Johannes,,Pohlner,2,Hamburg,,DE
11658835,Yasunobu,,Okada,1,,,
11658425,Herbert,,Armarsson,1,,,
11630555,Jong-Soo,,Choi,1,Seoul,,KR
11630555,Weol,Kyu,Jeong,2,Hirschberg-Leutershausen,,DE
11630555,II,Kwon,Kim,3,Jeonbuk,,KR
11630555,Seong,Han,Lim,4,Jeonbuk,,KR
11630555,Heung-Shick,,Lee,5,Chungbuk,,KR
11628553,Prasad,,Sunkara,1,Saline,MI,US
11630741,Mark,,Shuster,1,,,
11659752,Lahm,George,Philip,1,,,
11659443,Clinton,,SPANGLER,1,Mentor,OH,US
11658801,Oliver,,Wust,1,Seuzach,,CH
11630539,Soon-Ok,,Choi,1,Yeongdeungpo-gu,,KR
11628968,Allan,,Lihme,1,,,
11658730,Rongliang,,Lou,1,Hamden,CT,US
11659932,Eric,,CHEN,1,Northbrook,IL,US
11659683,Liz,Alvarez,Lajonchere,1,"CIUDAD DE LA, HABANA",,CU
11659910,Martin,,Jehle,1,REGENSBURG,,DE
11659935,William,A,Wojtczak,1,,,
11659181,Roberto,,Pellicciari,1,,,
11630116,Hanspeter,,Mettler,1,,,
11660149,Abdul,Mounem,Mouazen,1,,,
11659813,Richard,Lloyd,BOWEN,1,Raleigh,NC,US
11630079,Thomas,R.,Tredup,1,,,
11630057,Dean,Barton,Rogers,1,Rota (island),MP,US
11659995,Jurgen,,Homberg,1,Hagen,,DE
11660404,Winslow,C,Oliver,1,Zebulon,NC,US
11660179,Dirksen,,Bussiere,1,Emeryville,CA,US
11660179,Eric,,Fang,2,Emeryville,CA,US
11660179,Jeremy,,Murray,3,Emeryville,CA,US
11660547,Bjorn,Anderson,Nexo,1,Abyhoj,,DK
11632539,Hung-Kam,,Cheung,1,,,
